Papers Past | Parliamentary Papers | Appendix to the Journals of the House of Representatives | 1919 Session I | Page I,,,,,,,
,,,,,,,
Appendix E,,,,,,,
,,,,,,,
,,Managaiti,,,,,
,Education District,Name,Grade 1918,Average Attendance 1918,Borough (town/city),County (rural),Province
,,Mangatainoka,3B,94,,,
,,Marima,1,18,,,
,,Ngaturi,1,16,,,
,,Nikau,1,10,,,
,,Pahiatua District High School Primary (229) Secondary (32),5A,261,,,
,,Pongaroa,3A,61,,,
,,Pukehinau (half-time) see under Korora,,,,,
,,Puketoi,1,23,,,
,,Rakaunui,1,20,,,
,,Ruawhata,2,23,,,
,,Scarborough,3A,66,,,
,,Tokomaru,4A,116,,,
,,Petone District High School Primary (686) secondary (71),7F,757,,,
,,Petone West (323) and side school (169),6A,492,,,
,,Black Rock ,0,6,,,
,,Coniston,0,8,,,
,,Endeavour Inlet,1,9,,,
,,Fitzroy Bay,0,2,,,
,,Havelock Surburban,1,13,,,
,,Hitaua,0,4,,,
,,Hurituni,0,6,,,
,,Manaroa,0,4,,,
,,Maude Island,0,6,,,
,,Nopera Bay,1,14,,,
,,Ohana,0,3,,,
,,Onauku,1,10,,,
,,Picton,4B,166,,,
,,Resolution Bay ,0,9,,,
,,Rocks,0,2,,,
,,Te Weka,1,11,,,
,,Tira Ora,0,6,,,
,,Waikawa Pah,2,25,,,
,,Waitaria ,1,13,,,
,,Whareatea Bay,1,10,,,
,,Wharehunga,0,2,,,
,,Shannon,5B,300,,,
,,Clyde Quay,7D,643,,,
,,Hataitai (side school) see under Roseneath,,,,,
,,Island Bay,6A,479,,,
,,Kilbirnie,5C,374,,,
,,Lyall Bay,7B,624,,,
,,Mount Cook Boys' (Wellington),5C,338,,,
,,Mount Cook Girls' (Wellington),5B,293,,,
,,Mount Cook Infants' (Wellington),5C,324,,,
,,Roseneath (154) and Hataitai (side school) (146),5B,300,,,
,,Seatoun (see under Worser Bay),,,,,
,,"Te Aro, Wellington (489), Mitchell-town (side-school) (150) and Te Aro Infants' (side school) (203)",7G,842,,,
,,"Worser Bay (221) Seatoun (side school) (89), Miramar (side school) (63)",5C,373,,,
,,Akaroa Road,1,9,,,
,,Brooklyn,7D,683,,,
,,Bulwer,0,7,,,
,,Castlepoint ,1,14,,,
,,Catherine's Cove,0,3,,,
,,Johnsonville (228) and side school (21),5A,249,,,
,,Judgeford,1,12,,,
,,Kaitoke,1,12,,,
,,Kaiwarra,3B,109,,,
,,Karapoti,1,17,,,
,,Karori,5A,264,,,
,,Khandallah,3B,115,,,
,,Korokoro North,3A,55,,,
,,Makara,1,11,,,
,,Makerua,2,20,,,
,,Mangaroa,2,29,,,
,,Miramar see under Worser Bay,,,,,
,,Mitchelltown see under Te Aro,,,,,
,,Muritai,4A,170,,,
,,Ngaio,4A,148,,,
,,Ngamuka,0,2,,,
,,Normandale,2,23,,,
,,Northland,4B,176,,,
,,Ohariu,3A,44,,,
,,Paekakariki,3A,56,,,
,,Pahautanui,3A,32,,,
,,Paraparaumu,3A,79,,,
,,Plimmerton,3A,57,,,
,,Porirua,3B,102,,,
,,Pukatea Bay,0,9,,,
,,St. Lawerence,0,8,,,
,,Spring Grove,0,4,,,
,,Stokes Valley,1,10,,,
,,Takapu,1,8,,,
,,Tawa Flat,2,26,,,
,,Te Marua,3A,43,,,
,,Terrace,7C,598,,,
,,Upper Hutt,5C,342,,,
,,Wadestown (83) and side school (98),4B,181,,,
,,Waikanae,3A,65,,,
,,Waikawa Bay,0,5,,,
,,Wainuiomata,2,27,,,
,,Waitai,0,2,,,
,,Wallaceville,1,18,,,
,,Whiteman's Valley,1,23,,,
,,Normal District High School and four model schools (at Training College) and Kelburn Infants' (side school) Normal Primary (303) Model Schools type i rural (27) type ii junior P-S2 (34) type iii Secondary (12) type v junior kindergarten (average not reckoned) children under 5 years of age; Kelburn Infants' side school (217),7B,593,,,
