"BoroughID","Borough","Population","Urban","Province","y0","y1","y2","y3","y4","y5","y6","y7","y8","y9","y10","y11","y12","y13","y14","y15","y16","y17","y18","y19","y20","y21","y22","y23","y24","y25","y26","y27","y28","y29","y30","y31","y32","y33","y34","y35","y36","y37","y38","y39","y40","y41","y42","y43","y44","y45","y46","y47","y48","y49","y50","y51","y52","y53","y54","y55","y56","y57","y58","y59","y60","y61","y62","y63","y64","y65","y66","y67","y68","y69","y70","y71","y72","y73","y74","y75","y76","y77","y78","y79","y80","y81","y82","y83","y84","y85","y86","y87","y88","y89","y90","y91","y92","y93","y94","y95","y96","y97","y98","y99","y100","y101","y102","y103","y104","y105"
"BR00100","Thames",2432,"Hamilton","Auckland",57,63,54,61,63,60,55,53,58,54,52,45,48,41,41,41,41,42,47,47,47,47,45,45,45,45,45,42,42,42,42,42,45,46,46,46,46,37,37,37,37,37,26,26,26,26,26,20,20,20,20,20,14,14,14,14,14,11,11,11,11,11,9,9,9,9,9,6,6,6,6,6,4,4,4,4,4,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BR00101","Timaru",7300,"Timaru","Canterbury",160,177,170,182,157,174,162,156,161,156,163,157,169,131,131,132,132,110,116,115,116,116,104,103,103,104,104,117,117,118,118,118,119,119,119,119,119,115,115,115,115,115,88,88,88,88,88,64,64,64,64,64,51,51,51,51,51,44,45,45,45,45,40,40,40,40,40,28,28,28,28,28,23,23,23,23,23,12,12,11,11,11,4,3,3,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0
"BR00102","Waihi",2020,"Hamilton","Auckland",47,52,45,50,52,50,46,44,49,45,43,37,40,34,34,34,34,35,39,39,39,39,37,37,37,37,37,35,35,35,35,35,38,38,38,38,38,31,31,31,31,31,22,22,22,22,22,17,17,17,17,17,12,12,12,12,12,9,9,9,9,9,7,7,7,7,7,5,5,5,5,5,3,3,3,3,3,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BR00103","Waikouaiti",308,"Dunedin","Otago",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BR00104","Waimate",1076,"Christchurch","Canterbury",21,23,21,22,22,22,22,22,22,22,21,21,22,19,19,19,19,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,19,19,19,19,17,17,17,17,17,14,14,14,14,14,11,11,11,11,11,9,9,9,9,9,7,7,7,7,7,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BR00105","Waipawa",553,"Hastings","Hawkes.Bay",12,14,12,13,12,14,13,14,11,14,14,13,12,10,10,10,10,8,9,9,9,9,8,8,8,8,8,9,9,9,9,9,9,9,10,9,9,9,9,9,9,9,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BR00106","Waipukurau",682,"Hastings","Hawkes.Bay",15,17,15,16,15,17,16,17,14,17,17,16,14,12,12,12,12,10,11,11,11,11,10,10,10,10,10,11,11,11,11,11,12,12,12,12,12,11,11,11,11,11,8,8,8,8,8,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BR00107","Wairoa",950,"Napier","Hawkes.Bay",21,20,21,21,22,22,18,20,22,19,19,17,20,17,17,17,17,15,16,16,16,16,15,15,15,15,15,17,17,17,17,17,17,17,17,17,17,15,15,15,15,15,12,12,12,12,12,9,9,9,9,9,7,7,7,7,7,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BR00108","Waitara",774,"NewPlymouth","Taranaki",17,16,16,15,17,17,18,16,16,17,16,18,20,15,15,15,15,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,9,9,9,9,9,8,8,8,8,8,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BR00109","Wanganui",8228,"Wanganui","Wellington",188,187,187,195,186,186,192,183,177,185,185,186,200,156,156,156,156,126,135,135,135,135,126,125,125,126,126,127,128,128,128,128,138,138,139,139,139,127,128,128,128,128,100,101,101,101,101,80,80,81,81,81,58,58,58,58,58,44,44,45,45,45,37,37,38,38,38,24,24,25,25,25,17,17,17,17,17,11,11,11,10,10,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0
"BR00110","Wellington",44308,"Wellington","Wellington",906,897,850,889,835,886,835,810,840,872,835,782,831,774,775,776,776,794,784,780,782,782,790,783,781,785,785,789,797,800,799,799,814,821,824,823,823,735,742,744,742,742,573,575,576,576,576,449,452,454,454,454,328,329,329,328,328,261,264,265,266,266,189,191,192,192,192,125,127,128,129,129,77,78,79,80,80,51,50,49,47,47,21,18,16,13,13,13,11,9,8,8,8,7,6,6,6,1,0,0,0,0,0,0,0,0
"BR00111","West Harbour",847,"Auckland","Auckland",16,17,16,17,17,17,17,16,16,17,16,17,17,16,16,16,16,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,13,14,14,14,14,11,11,11,11,11,9,9,9,9,9,7,7,7,7,7,5,5,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BR00112","Westport",1818,"GreyValley","Westland",47,43,45,43,43,49,46,49,47,45,47,39,42,32,32,32,32,27,24,24,24,24,26,26,26,26,26,27,27,27,27,27,32,32,32,32,32,30,30,30,30,30,23,23,23,23,23,15,15,15,15,15,11,11,11,11,11,9,9,9,9,9,7,7,7,7,7,6,6,6,6,6,4,4,4,5,5,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"BR00113","Whakatane",817,"Gisborne","Hawkes.Bay",21,21,20,22,21,21,20,19,18,17,18,18,15,14,14,14,14,14,13,13,13,13,13,13,13,13,13,15,15,15,15,15,14,15,15,15,15,12,12,12,12,12,10,10,10,10,10,8,8,8,8,8,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BR00114","Whangarei",2013,"Auckland","Auckland",38,39,37,40,41,41,39,38,38,39,38,40,39,38,38,38,38,36,34,34,34,34,33,32,32,32,32,33,33,33,33,33,34,35,35,35,35,32,32,32,32,32,26,27,27,27,27,22,22,22,22,22,16,16,16,16,16,13,13,13,13,13,10,10,10,10,10,7,7,7,7,7,5,5,5,5,5,3,3,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BR00115","Winton",320,"Invercargill","Southland",7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BR00116","Woodville",581,"PalmerstonNorth","Wellington",14,13,14,13,12,13,12,12,12,12,11,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,7,7,7,7,7,5,6,6,6,6,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BR00117","Woolston",2168,"Christchurch","Canterbury",43,46,43,45,44,45,44,43,43,43,42,42,44,39,39,39,39,36,35,35,35,35,34,33,33,34,34,35,35,35,35,35,37,37,37,37,37,34,34,34,34,34,28,28,28,28,28,23,23,23,23,23,17,17,17,17,17,14,14,14,14,14,12,12,12,12,12,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
