"CountyID","County","Province","Population","y0","y1","y2","y3","y4","y5","y6","y7","y8","y9","y10","y11","y12","y13","y14","y15","y16","y17","y18","y19","y20","y21","y22","y23","y24","y25","y26","y27","y28","y29","y30","y31","y32","y33","y34","y35","y36","y37","y38","y39","y40","y41","y42","y43","y44","y45","y46","y47","y48","y49","y50","y51","y52","y53","y54","y55","y56","y57","y58","y59","y60","y61","y62","y63","y64","y65","y66","y67","y68","y69","y70","y71","y72","y73","y74","y75","y76","y77","y78","y79","y80","y81","y82","y83","y84","y85","y86","y87","y88","y89","y90","y91","y92","y93","y94","y95","y96","y97","y98","y99","y100","y101","y102","y103","y104","y105"
"CT00062","Mount Herbert","Canterbury",213,6,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00063","Murchison","Nelson",764,19,20,19,19,19,20,17,19,18,18,17,16,15,13,13,13,13,12,11,11,11,11,11,11,11,11,11,12,12,12,12,12,13,14,14,14,14,12,12,12,12,12,9,10,10,10,10,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00064","Ohinemuri","Auckland",1293,34,34,32,34,32,32,31,29,28,28,27,25,25,23,23,23,23,23,21,21,21,21,20,21,21,21,21,22,22,22,22,22,22,22,22,22,22,20,20,20,20,20,15,15,15,15,15,12,12,12,12,12,8,8,8,8,8,7,7,7,7,7,5,5,5,5,5,3,3,3,3,3,2,2,3,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00065","Ohura","Auckland",1579,42,42,40,42,39,39,38,35,34,34,33,31,30,28,28,28,28,28,26,26,26,26,25,25,25,25,25,26,27,27,27,27,27,27,27,27,27,24,24,24,24,24,19,19,19,19,19,15,15,15,15,15,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00066","Opotiki","Hawkes.Bay",1086,29,28,28,25,24,25,22,22,21,25,19,15,19,21,21,21,21,19,17,17,17,17,18,18,18,19,19,17,17,17,18,18,18,18,18,18,18,17,17,17,16,16,12,12,12,12,12,11,11,11,11,11,8,8,8,8,8,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00067","Oroua","Wellington",1596,42,42,40,39,38,37,37,36,33,35,33,30,29,29,29,29,29,28,25,26,26,26,25,25,25,25,25,26,27,27,27,27,27,27,27,27,27,25,25,25,25,25,19,19,19,19,19,15,15,15,15,15,11,11,11,11,11,8,8,8,8,8,7,7,7,7,7,5,5,5,5,5,3,3,3,4,4,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00068","Otamatea","Auckland",1934,51,51,49,51,48,48,46,44,42,42,40,38,37,34,34,34,34,34,32,32,32,32,31,31,31,31,31,32,33,33,33,33,33,33,33,33,33,29,29,29,29,29,23,23,23,23,23,18,18,18,18,18,13,13,13,13,13,10,10,10,10,10,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,3,3,3,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00069","Oxford","Canterbury",860,22,21,21,22,21,20,19,20,19,19,17,16,16,16,16,16,16,14,14,14,14,14,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00070","Pahiatua","Wellington",1469,38,39,37,36,34,34,34,33,31,32,30,28,27,26,26,26,26,26,23,23,24,24,23,23,23,23,23,24,25,25,25,25,25,25,25,25,25,23,23,23,23,23,17,18,18,18,18,14,14,14,14,14,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,4,5,4,5,5,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00071","Paparua","Canterbury",2491,64,62,61,62,62,57,56,57,54,54,50,47,45,45,45,45,45,42,40,40,40,40,39,39,39,39,39,41,41,41,41,41,41,41,41,41,41,37,37,37,37,37,29,29,29,29,29,24,24,24,24,24,17,17,17,17,17,14,14,14,14,14,12,12,12,12,12,8,8,8,8,8,7,7,7,7,7,4,4,4,4,4,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00072","Patangata","Hawkes.Bay",1207,33,31,32,28,27,28,25,25,23,28,22,16,21,23,23,23,23,21,19,19,19,19,20,20,20,21,21,19,19,19,20,20,20,20,20,20,20,18,18,18,18,18,13,13,13,13,13,13,13,13,13,13,9,9,9,9,9,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,3,4,4,4,4,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00073","Patea","Taranaki",1571,43,45,42,40,42,39,39,39,37,37,35,32,32,31,31,31,31,29,27,27,27,27,25,25,25,25,25,27,27,27,27,27,25,26,26,26,26,22,22,22,22,22,17,17,17,17,17,13,13,13,13,13,9,9,9,9,9,7,7,7,7,7,5,5,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00074","Peninsula","Otago",877,20,20,20,19,21,20,19,20,18,19,18,18,17,16,16,16,16,15,13,13,13,13,12,12,12,13,13,13,13,13,13,13,14,14,14,14,14,13,13,13,13,13,11,11,11,11,11,9,10,10,9,9,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00075","Piako","Auckland",2974,79,79,75,79,73,74,71,67,65,64,61,58,57,53,53,53,53,52,49,49,49,49,47,47,47,48,48,50,50,50,50,50,51,51,51,51,51,45,45,45,45,45,35,35,35,35,35,28,28,28,28,28,20,20,20,20,20,15,15,15,15,15,11,11,11,11,11,7,7,7,8,8,6,6,6,6,6,4,4,4,4,4,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00076","Pohangina","Wellington",634,17,17,16,16,15,15,15,14,13,14,13,12,12,11,11,11,11,11,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00077","Raglan","Auckland",2571,68,68,65,68,64,64,61,58,56,56,53,50,49,46,46,46,46,45,42,42,42,42,41,41,41,41,41,43,44,44,44,44,44,44,44,44,44,39,39,39,39,39,30,31,31,30,30,24,24,24,24,24,17,17,17,17,17,13,13,13,13,13,10,10,10,10,10,6,6,6,7,7,5,5,5,5,5,4,3,3,3,3,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00078","Rangiora","Canterbury",1410,36,35,34,35,35,32,32,32,31,30,28,26,26,25,25,26,26,24,22,22,23,23,22,22,22,22,22,23,23,23,23,23,23,23,23,23,23,21,21,21,21,21,17,17,17,17,17,14,14,14,14,14,9,9,9,9,9,8,8,8,8,8,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00079","Rangitikei","Wellington",3875,101,102,97,95,91,90,90,87,81,86,79,73,71,69,69,70,70,68,61,62,62,62,60,60,60,61,61,64,66,65,66,66,65,66,66,66,66,60,61,61,61,61,46,46,46,46,46,36,37,37,36,36,27,27,27,27,27,20,20,20,20,20,16,16,16,17,17,12,12,12,12,12,8,8,8,9,9,6,5,5,5,5,3,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"CT00080","Rodney","Auckland",1639,44,44,41,44,41,41,39,37,36,36,34,32,31,29,29,29,29,29,27,27,27,27,26,26,26,26,26,28,28,28,28,28,28,28,28,28,28,25,25,25,25,25,19,20,20,19,19,15,16,16,15,15,11,11,11,11,11,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00081","Rotorua","Auckland",982,26,26,25,26,24,25,23,22,21,21,20,19,19,17,17,18,18,17,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,15,15,15,15,15,12,12,12,12,12,9,9,9,9,9,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,2,2,2,3,3,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00082","Selwyn","Canterbury",834,22,21,20,21,21,19,19,19,18,18,17,16,15,15,15,15,15,14,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,12,12,12,12,12,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00083","Sounds","Marlborough",542,15,14,13,14,13,14,13,13,12,12,11,10,10,10,10,10,10,8,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,8,8,8,8,8,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00084","Southland","Southland",12262,319,343,315,321,332,313,306,315,292,293,293,266,268,234,234,235,235,199,188,189,189,189,183,184,184,185,185,188,189,189,190,190,187,188,188,188,188,167,168,168,167,167,135,135,135,135,135,107,108,108,108,108,79,79,79,79,79,70,70,71,71,71,56,57,57,57,57,40,40,40,41,41,28,29,29,30,30,18,18,18,17,17,9,8,7,6,6,6,5,4,3,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0
"CT00085","Springs","Canterbury",889,23,22,22,22,22,20,20,20,19,19,18,17,16,16,16,16,16,15,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,13,13,13,13,13,10,11,11,11,11,9,9,9,9,9,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00086","Stratford","Taranaki",2512,69,72,68,64,67,63,63,62,59,59,55,51,52,49,49,49,49,46,43,43,44,44,40,40,40,41,41,43,43,43,43,43,41,41,41,41,41,35,35,35,35,35,28,28,28,28,28,20,21,21,20,20,14,14,14,14,14,12,12,12,12,12,9,9,9,9,9,6,6,6,6,6,4,5,5,5,5,3,3,3,3,3,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00087","Taieri","Otago",2495,58,57,57,53,60,56,54,56,52,53,53,50,49,45,45,45,45,41,37,37,37,37,35,35,35,36,36,36,36,36,36,36,39,39,39,39,39,38,38,38,38,38,32,32,32,32,32,27,27,27,27,27,19,19,19,19,19,15,15,16,16,16,14,14,14,14,14,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"CT00088","Takaka","Nelson",907,22,24,23,23,22,24,21,22,21,21,20,19,18,16,16,16,16,14,13,13,13,13,13,13,13,13,13,14,14,14,14,14,16,16,16,16,16,14,14,14,14,14,11,11,11,11,11,8,9,9,9,9,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00089","Taranaki","Taranaki",2282,63,65,62,58,61,57,57,56,54,53,50,46,47,44,44,45,45,41,39,39,40,40,36,37,37,37,37,39,39,39,39,39,37,37,37,37,37,32,32,32,32,32,25,25,25,25,25,18,19,19,19,19,13,13,13,13,13,10,11,11,11,11,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00090","Tauranga","Auckland",2263,60,60,57,60,56,56,54,51,49,49,47,44,43,40,40,40,40,40,37,37,37,37,36,36,36,36,36,38,38,38,38,38,39,39,39,39,39,34,34,34,34,34,27,27,27,27,27,21,21,21,21,21,15,15,15,15,15,11,12,12,12,12,8,9,9,9,9,6,6,6,6,6,4,4,4,5,5,3,3,3,3,3,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00091","Tawera","Canterbury",490,13,12,12,12,12,11,11,11,11,11,10,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00092","Thames","Auckland",863,23,23,22,23,21,22,21,20,19,19,18,17,17,15,15,15,15,15,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,13,13,13,13,13,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00093","Tuapeka","Otago",2434,57,56,55,52,58,54,53,54,51,52,51,49,48,44,44,44,44,40,36,36,36,36,34,34,34,35,35,35,35,35,35,35,38,38,38,38,38,37,37,37,37,37,31,31,31,31,31,26,26,26,26,26,19,19,19,19,19,15,15,15,15,15,13,14,14,14,14,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"CT00094","Uawa","Hawkes.Bay",447,12,12,12,10,10,10,9,9,9,10,8,6,8,9,9,9,9,8,7,7,7,7,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00095","Vincent","Otago",2107,49,48,48,45,50,47,45,47,44,45,44,42,41,38,38,38,38,35,31,31,31,31,29,30,30,30,30,30,30,30,30,30,33,33,33,33,33,32,32,32,32,32,27,27,27,27,27,23,23,23,23,23,16,16,16,16,16,13,13,13,13,13,12,12,12,12,12,9,9,9,9,9,7,7,7,7,7,5,5,5,5,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"CT00096","Waiapu","Hawkes.Bay",1073,29,28,28,25,24,25,22,22,21,25,19,15,18,20,20,20,20,18,17,17,17,17,18,18,18,18,18,17,17,17,17,17,18,18,18,18,18,16,16,16,16,16,12,12,12,12,12,11,11,11,11,11,8,8,8,8,8,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00097","Waihemo","Otago",700,16,16,16,15,17,16,15,16,15,15,15,14,14,13,13,13,13,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,10,11,11,11,11,9,9,9,9,9,8,8,8,8,8,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00098","Waikato","Auckland",3859,102,102,97,102,95,96,92,87,84,84,80,75,73,68,68,69,69,68,63,63,63,63,61,62,62,62,62,65,65,65,65,65,66,66,66,66,66,58,59,59,58,58,45,46,46,46,46,36,36,36,36,36,25,25,25,25,25,19,20,20,20,20,14,15,15,15,15,10,10,10,10,10,7,7,8,8,8,5,5,5,5,5,3,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"CT00099","Waikohu","Hawkes.Bay",1822,49,47,48,42,40,42,38,37,35,42,32,25,31,35,35,35,35,31,29,29,29,29,31,31,31,31,31,29,29,29,29,29,30,30,30,30,30,28,28,28,28,28,20,20,20,20,20,19,19,19,19,19,14,14,14,14,14,10,10,10,10,10,8,8,8,8,8,6,7,7,7,7,5,5,5,5,5,3,3,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00100","Waikouaiti","Otago",1955,46,45,44,42,47,44,42,44,41,42,41,39,39,35,35,35,35,32,29,29,29,29,28,28,28,28,28,28,28,28,28,28,31,31,31,31,31,29,30,30,29,29,25,25,25,25,25,21,21,21,21,21,15,15,15,15,15,12,12,12,12,12,11,11,11,11,11,8,8,8,8,8,6,6,6,6,6,5,5,5,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"CT00101","Waimairi","Canterbury",6174,160,153,151,154,154,141,139,140,134,134,124,116,113,111,112,112,112,103,98,99,99,99,96,97,97,98,98,101,102,102,102,102,101,101,101,101,101,91,91,91,91,91,73,73,73,73,73,60,60,60,60,60,41,41,41,41,41,35,35,35,35,35,29,29,29,29,29,20,21,21,21,21,16,16,17,17,17,11,11,11,10,10,4,4,3,3,3,3,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"CT00102","Waimarino","Taranaki",1763,49,51,48,45,47,44,44,44,42,41,39,36,36,34,34,35,35,32,30,31,31,31,28,28,28,29,29,30,30,30,30,30,29,29,29,29,29,25,25,25,25,25,19,19,20,19,19,14,14,14,14,14,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,4,5,5,5,5,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00103","Waimate","Canterbury",3593,93,89,88,90,89,82,81,82,78,78,72,68,66,65,65,65,65,60,57,57,58,58,56,56,56,57,57,59,59,59,59,59,58,59,59,59,59,53,53,53,53,53,42,42,42,42,42,35,35,35,35,35,24,24,24,24,24,20,20,20,20,20,17,17,17,17,17,12,12,12,12,12,9,10,10,10,10,6,6,6,6,6,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"CT00104","Waimate West","Taranaki",1134,31,33,31,29,31,29,28,28,27,27,25,23,24,22,22,22,22,21,20,20,20,20,18,18,18,18,18,19,19,19,20,20,18,19,19,19,19,16,16,16,16,16,13,13,13,13,13,9,9,9,9,9,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00105","Waimea","Nelson",4181,101,107,105,102,101,110,94,102,95,96,91,87,80,72,72,72,72,65,60,61,61,61,60,61,61,61,61,63,65,65,65,65,72,74,73,73,73,64,65,65,65,65,51,52,52,52,52,38,39,39,39,39,28,29,29,29,29,24,24,24,24,24,19,20,20,20,20,13,13,13,13,13,11,11,11,11,11,8,8,8,7,7,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"CT00106","Waipa","Auckland",3818,101,101,96,101,94,95,91,86,83,83,79,74,72,67,67,68,68,67,62,62,63,63,61,61,61,61,61,64,64,64,65,65,65,65,65,65,65,58,58,58,58,58,45,45,45,45,45,36,36,36,36,36,25,25,25,25,25,19,19,20,20,20,14,14,15,15,15,9,10,10,10,10,7,7,8,8,8,5,5,5,5,5,3,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"CT00107","Waipara","Canterbury",1207,31,30,29,30,30,27,27,27,26,26,24,23,22,22,22,22,22,20,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,18,18,18,18,18,14,14,14,14,14,12,12,12,12,12,8,8,8,8,8,7,7,7,7,7,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00108","Waipawa","Hawkes.Bay",1615,44,42,42,38,36,37,33,33,31,37,29,22,28,31,31,31,31,28,26,26,26,26,27,27,27,28,28,26,26,26,26,26,27,27,27,27,27,25,25,25,24,24,17,17,17,17,17,17,17,17,17,17,12,12,12,12,12,9,9,9,9,9,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00109","Waipukurau","Hawkes.Bay",458,12,12,12,11,10,11,9,9,9,11,8,6,8,9,9,9,9,8,7,7,7,7,8,8,8,8,8,7,7,7,7,7,8,8,8,8,8,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00110","Wairarapa South","Wellington",1426,37,38,36,35,34,33,33,32,30,32,29,27,26,26,26,26,26,25,23,23,23,23,22,22,22,22,22,24,24,24,24,24,24,24,24,24,24,22,23,23,22,22,17,17,17,17,17,13,14,14,13,13,10,10,10,10,10,7,7,8,8,8,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00111","Wairewa","Canterbury",490,13,12,12,12,12,11,11,11,11,11,10,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00112","Wairoa","Hawkes.Bay",1348,37,35,35,31,30,31,28,28,26,31,24,18,23,26,26,26,26,23,21,21,21,21,23,23,23,23,23,22,22,22,22,22,22,22,22,22,22,21,21,21,20,20,15,15,15,15,15,14,14,14,14,14,10,10,10,10,10,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00113","Waitaki","Otago",4852,113,111,110,104,116,108,105,108,102,104,102,98,96,87,88,88,88,80,71,72,72,72,68,69,69,69,69,69,70,70,70,70,76,77,77,77,77,73,74,74,73,73,62,62,62,62,62,52,53,53,53,53,37,37,37,37,37,30,30,30,30,30,27,27,27,27,27,20,20,20,20,20,15,15,16,16,16,12,12,11,11,11,4,4,3,3,3,3,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0
"CT00114","Waitemata","Auckland",4196,111,111,105,111,103,105,100,94,91,91,87,82,80,74,74,74,74,74,68,69,69,69,67,67,67,67,67,70,71,71,71,71,71,72,72,72,72,63,64,64,63,63,49,50,50,50,50,39,40,40,39,39,27,28,28,28,28,21,21,22,22,22,16,16,16,16,16,10,11,11,11,11,8,8,8,8,8,6,6,5,5,5,3,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"CT00115","Waitomo","Auckland",3277,87,87,82,87,81,82,78,74,71,71,68,64,62,58,58,58,58,57,53,54,54,54,52,52,52,53,53,55,55,55,55,55,56,56,56,56,56,50,50,50,50,50,39,39,39,39,39,31,31,31,31,31,21,22,22,22,22,17,17,17,17,17,12,12,12,13,13,8,8,8,8,8,6,6,6,7,7,4,4,4,4,4,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00116","Waitotara","Taranaki",1277,35,37,35,33,34,32,32,32,30,30,28,26,26,25,25,25,25,23,22,22,22,22,20,21,21,21,21,22,22,22,22,22,21,21,21,21,21,18,18,18,18,18,14,14,14,14,14,10,10,10,10,10,7,7,7,7,7,6,6,6,6,6,4,4,5,5,5,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00117","Wallace","Southland",4612,120,129,118,121,125,118,115,118,110,110,110,100,101,88,88,88,88,75,71,71,71,71,69,69,69,70,70,71,71,71,71,71,70,71,71,71,71,63,63,63,63,63,51,51,51,51,51,40,41,41,40,40,30,30,30,30,30,26,26,27,27,27,21,21,21,22,22,15,15,15,15,15,11,11,11,11,11,7,7,7,6,6,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"CT00118","Wanganui","Wellington",1328,34,35,33,33,31,31,31,30,28,29,27,25,24,24,24,24,24,23,21,21,21,21,20,21,21,21,21,22,22,22,22,22,22,23,23,23,23,20,21,21,21,21,16,16,16,16,16,12,13,12,12,12,9,9,9,9,9,7,7,7,7,7,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT00119","Weber","Wellington",235,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
