geo_unit,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105
BR00063,57,59,57,58,64,61,60,62,60,60,61,64,62,59,59,59,59,58,50,50,51,51,46,46,46,46,46,45,45,45,45,45,46,47,47,47,47,45,45,45,45,45,39,39,39,39,39,33,33,33,33,33,25,25,25,24,24,20,20,20,20,20,17,17,17,17,17,12,12,12,12,12,9,9,9,9,9,6,6,6,5,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
BR00064,17,17,17,18,17,17,18,17,17,17,17,17,19,14,15,15,15,12,13,13,13,13,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,12,12,12,12,12,9,9,9,9,9,7,7,8,8,8,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00065,67,69,66,71,72,72,69,67,66,69,68,71,69,66,66,66,66,64,60,59,60,60,57,57,56,57,57,58,58,59,59,59,60,61,61,61,61,56,57,57,57,57,47,47,47,47,47,38,39,39,39,39,28,28,28,28,28,23,23,23,23,23,18,18,18,18,18,13,13,13,13,13,9,9,9,9,9,6,6,6,5,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
BR00066,14,14,13,15,14,14,13,13,12,11,12,12,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,8,8,8,8,8,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00067,27,28,26,28,29,29,27,26,26,27,27,28,28,26,26,26,26,26,24,24,24,24,23,22,22,23,23,23,23,23,23,23,24,24,24,24,24,22,23,23,23,23,19,19,19,19,19,15,15,15,15,15,11,11,11,11,11,9,9,9,9,9,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00068,11,11,10,11,10,11,10,10,10,11,10,9,10,9,9,9,9,10,9,9,9,9,10,9,9,9,9,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00069,20,22,19,21,22,21,19,18,20,19,18,15,17,14,14,14,14,15,16,16,16,16,16,15,16,16,16,15,15,15,15,15,16,16,16,16,16,13,13,13,13,13,9,9,9,9,9,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00070,17,15,16,15,14,15,14,14,14,14,13,14,14,12,12,12,12,12,12,12,12,12,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00071,10,9,10,9,8,9,8,9,8,8,8,9,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00072,194,174,189,172,159,180,160,169,163,161,156,168,158,139,140,140,140,140,135,135,135,135,131,131,131,131,131,135,136,136,136,136,139,140,140,140,140,118,119,119,119,119,93,93,93,93,93,75,75,75,75,75,55,55,55,55,55,44,44,44,44,44,35,35,35,35,35,27,28,28,28,28,17,17,17,18,18,11,11,11,10,10,4,3,3,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
BR00073,13,12,12,11,13,13,13,12,12,13,12,14,15,11,11,11,11,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00074,81,80,76,80,75,80,75,73,75,78,75,70,75,69,70,70,70,71,70,70,70,70,71,70,70,70,70,71,72,72,72,72,73,74,74,74,74,66,67,67,67,67,51,52,52,52,52,40,41,41,41,41,29,30,30,29,29,23,24,24,24,24,17,17,17,17,17,11,11,12,12,12,7,7,7,7,7,5,5,4,4,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
BR00075,14,17,14,15,15,16,16,17,16,16,15,17,17,14,14,14,14,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,8,8,8,8,8,7,7,7,7,7,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00076,26,27,26,26,29,27,27,28,27,27,27,29,28,27,27,27,27,26,23,23,23,23,21,21,21,21,21,20,20,20,20,20,21,21,21,21,21,20,20,20,20,20,18,18,18,18,18,15,15,15,15,15,11,11,11,11,11,9,9,9,9,9,8,8,8,8,8,5,5,5,5,5,4,4,4,4,4,3,3,3,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00077,18,19,18,19,19,19,18,18,18,18,18,19,19,18,18,18,18,17,16,16,16,16,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,15,15,15,15,15,12,13,13,13,13,10,10,10,10,10,7,8,8,7,7,6,6,6,6,6,5,5,5,5,5,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00078,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00079,20,22,20,21,21,21,21,21,21,21,20,20,21,18,18,18,18,17,17,16,17,17,16,16,16,16,16,16,17,17,17,17,18,18,18,18,18,16,16,16,16,16,13,14,14,14,14,11,11,11,11,11,8,8,8,8,8,7,7,7,7,7,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00080,33,36,33,35,34,35,34,33,33,34,33,33,34,30,30,30,30,28,27,27,27,27,26,26,26,26,26,27,27,27,27,27,29,29,29,29,29,26,26,26,26,26,22,22,22,22,22,17,18,18,18,18,13,13,13,13,13,11,11,11,11,11,9,9,9,9,9,6,6,6,6,6,5,5,5,5,5,3,3,3,3,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00081,11,13,10,11,11,12,12,13,12,12,11,13,13,10,10,10,10,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00082,10,10,10,10,10,10,10,9,10,9,9,9,9,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00083,6,5,6,5,5,6,6,6,6,5,6,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00084,46,51,44,49,51,49,45,43,47,44,42,36,39,34,34,34,34,34,38,38,38,38,37,36,36,37,37,34,34,34,34,34,37,37,37,37,37,30,30,30,30,30,21,21,21,21,21,17,17,17,17,17,11,11,11,11,11,9,9,9,9,9,7,7,7,7,7,5,5,5,5,5,3,3,3,3,3,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00085,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00086,15,14,15,14,14,16,15,16,15,15,15,13,14,11,11,11,11,9,8,8,8,8,8,8,8,8,8,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,8,8,8,8,8,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00087,13,11,12,11,10,12,10,11,11,10,10,11,10,9,9,9,9,9,9,9,9,9,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00088,61,62,61,62,68,64,63,65,64,64,64,68,66,63,63,63,63,62,54,53,54,54,49,49,49,49,49,48,48,48,48,48,49,49,50,50,50,48,48,48,48,48,41,41,41,41,41,35,35,35,35,35,26,26,26,26,26,21,21,21,21,21,18,18,18,18,18,12,13,13,13,13,9,9,9,10,10,6,6,6,6,6,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
BR00089,34,32,32,29,33,34,36,31,32,34,32,36,39,30,30,30,30,26,26,26,26,26,24,24,24,24,24,23,23,23,23,23,24,24,24,24,24,24,24,24,24,24,18,18,18,18,18,16,16,16,16,16,11,11,11,11,11,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00090,30,33,30,32,31,32,31,31,31,31,30,30,31,27,27,27,27,25,25,24,25,25,24,24,24,24,24,24,25,25,25,25,26,26,26,26,26,24,24,24,24,24,20,20,20,20,20,16,16,16,16,16,12,12,12,12,12,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,3,3,3,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00091,24,24,24,25,24,24,24,23,23,24,24,24,25,20,20,20,20,16,17,17,17,17,16,16,16,16,16,16,16,16,16,16,18,18,18,18,18,16,16,16,16,16,13,13,13,13,13,10,10,10,10,10,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00092,37,38,37,39,40,40,38,37,37,38,37,39,38,37,37,37,37,35,33,33,33,33,32,31,31,31,31,32,32,32,32,32,33,34,34,34,34,31,31,31,31,31,26,26,26,26,26,21,21,21,22,22,15,16,16,15,15,13,13,13,13,13,10,10,10,10,10,7,7,7,7,7,5,5,5,5,5,3,3,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00093,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00094,24,24,24,25,24,24,25,24,23,24,24,24,26,20,20,20,20,16,18,18,18,18,16,16,16,16,16,17,17,17,17,17,18,18,18,18,18,17,17,17,17,17,13,13,13,13,13,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,5,5,5,5,5,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00095,21,22,21,23,23,23,22,21,21,22,21,22,22,21,21,21,21,20,19,19,19,19,18,18,18,18,18,18,19,19,19,19,19,19,19,19,19,18,18,18,18,18,15,15,15,15,15,12,12,12,12,12,9,9,9,9,9,7,7,7,7,7,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00096,25,28,24,27,28,27,25,23,26,24,23,20,21,18,18,18,18,19,21,21,21,21,20,20,20,20,20,19,19,19,19,19,20,20,20,20,20,16,16,16,16,16,12,12,12,12,12,9,9,9,9,9,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,2,2,2,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00097,18,20,17,19,20,19,18,17,19,17,16,14,15,13,13,13,13,13,15,15,15,15,14,14,14,14,14,13,14,14,14,14,15,15,15,15,15,12,12,12,12,12,8,8,8,8,8,6,7,7,7,7,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00098,27,30,25,29,29,28,26,25,28,26,24,21,23,19,19,19,19,20,22,22,22,22,21,21,21,21,21,20,20,20,20,20,21,21,22,21,21,17,18,18,18,18,12,12,12,12,12,10,10,10,10,10,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00099,20,22,21,23,20,22,20,19,20,19,20,20,21,16,16,16,16,14,14,14,14,14,13,13,13,13,13,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,11,11,11,11,11,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,3,4,4,4,4,3,3,3,3,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00100,57,63,54,61,63,60,55,53,58,54,52,45,48,41,41,41,41,42,47,47,47,47,45,45,45,45,45,42,42,42,42,42,45,46,46,46,46,37,37,37,37,37,26,26,26,26,26,20,20,20,20,20,14,14,14,14,14,11,11,11,11,11,9,9,9,9,9,6,6,6,6,6,4,4,4,4,4,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00101,160,177,170,182,157,174,162,156,161,156,163,157,169,131,131,132,132,110,116,115,116,116,104,103,103,104,104,117,117,118,118,118,119,119,119,119,119,115,115,115,115,115,88,88,88,88,88,64,64,64,64,64,51,51,51,51,51,44,45,45,45,45,40,40,40,40,40,28,28,28,28,28,23,23,23,23,23,12,12,11,11,11,4,3,3,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0
BR00102,47,52,45,50,52,50,46,44,49,45,43,37,40,34,34,34,34,35,39,39,39,39,37,37,37,37,37,35,35,35,35,35,38,38,38,38,38,31,31,31,31,31,22,22,22,22,22,17,17,17,17,17,12,12,12,12,12,9,9,9,9,9,7,7,7,7,7,5,5,5,5,5,3,3,3,3,3,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00103,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00104,21,23,21,22,22,22,22,22,22,22,21,21,22,19,19,19,19,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,19,19,19,19,17,17,17,17,17,14,14,14,14,14,11,11,11,11,11,9,9,9,9,9,7,7,7,7,7,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00105,12,14,12,13,12,14,13,14,11,14,14,13,12,10,10,10,10,8,9,9,9,9,8,8,8,8,8,9,9,9,9,9,9,9,10,9,9,9,9,9,9,9,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00106,15,17,15,16,15,17,16,17,14,17,17,16,14,12,12,12,12,10,11,11,11,11,10,10,10,10,10,11,11,11,11,11,12,12,12,12,12,11,11,11,11,11,8,8,8,8,8,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00107,21,20,21,21,22,22,18,20,22,19,19,17,20,17,17,17,17,15,16,16,16,16,15,15,15,15,15,17,17,17,17,17,17,17,17,17,17,15,15,15,15,15,12,12,12,12,12,9,9,9,9,9,7,7,7,7,7,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00108,17,16,16,15,17,17,18,16,16,17,16,18,20,15,15,15,15,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,9,9,9,9,9,8,8,8,8,8,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00109,188,187,187,195,186,186,192,183,177,185,185,186,200,156,156,156,156,126,135,135,135,135,126,125,125,126,126,127,128,128,128,128,138,138,139,139,139,127,128,128,128,128,100,101,101,101,101,80,80,81,81,81,58,58,58,58,58,44,44,45,45,45,37,37,38,38,38,24,24,25,25,25,17,17,17,17,17,11,11,11,10,10,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0
BR00110,906,897,850,889,835,886,835,810,840,872,835,782,831,774,775,776,776,794,784,780,782,782,790,783,781,785,785,789,797,800,799,799,814,821,824,823,823,735,742,744,742,742,573,575,576,576,576,449,452,454,454,454,328,329,329,328,328,261,264,265,266,266,189,191,192,192,192,125,127,128,129,129,77,78,79,80,80,51,50,49,47,47,21,18,16,13,13,13,11,9,8,8,8,7,6,6,6,1,0,0,0,0,0,0,0,0
BR00111,16,17,16,17,17,17,17,16,16,17,16,17,17,16,16,16,16,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,13,14,14,14,14,11,11,11,11,11,9,9,9,9,9,7,7,7,7,7,5,5,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00112,47,43,45,43,43,49,46,49,47,45,47,39,42,32,32,32,32,27,24,24,24,24,26,26,26,26,26,27,27,27,27,27,32,32,32,32,32,30,30,30,30,30,23,23,23,23,23,15,15,15,15,15,11,11,11,11,11,9,9,9,9,9,7,7,7,7,7,6,6,6,6,6,4,4,4,5,5,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
BR00113,21,21,20,22,21,21,20,19,18,17,18,18,15,14,14,14,14,14,13,13,13,13,13,13,13,13,13,15,15,15,15,15,14,15,15,15,15,12,12,12,12,12,10,10,10,10,10,8,8,8,8,8,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00114,38,39,37,40,41,41,39,38,38,39,38,40,39,38,38,38,38,36,34,34,34,34,33,32,32,32,32,33,33,33,33,33,34,35,35,35,35,32,32,32,32,32,26,27,27,27,27,22,22,22,22,22,16,16,16,16,16,13,13,13,13,13,10,10,10,10,10,7,7,7,7,7,5,5,5,5,5,3,3,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00115,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00116,14,13,14,13,12,13,12,12,12,12,11,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,7,7,7,7,7,5,6,6,6,6,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BR00117,43,46,43,45,44,45,44,43,43,43,42,42,44,39,39,39,39,36,35,35,35,35,34,33,33,34,34,35,35,35,35,35,37,37,37,37,37,34,34,34,34,34,28,28,28,28,28,23,23,23,23,23,17,17,17,17,17,14,14,14,14,14,12,12,12,12,12,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
