index,geo_unit,Name,Latitude,Longitude,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105
112,CT00113,Waitaki,-44.926,170.635,113,111,110,104,116,108,105,108,102,104,102,98,96,87,88,88,88,80,71,72,72,72,68,69,69,69,69,69,70,70,70,70,76,77,77,77,77,73,74,74,73,73,62,62,62,62,62,52,53,53,53,53,37,37,37,37,37,30,30,30,30,30,27,27,27,27,27,20,20,20,20,20,15,15,16,16,16,12,12,11,11,11,4,4,3,3,3,3,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0
113,CT00114,Waitemata,-36.75,174.67,111,111,105,111,103,105,100,94,91,91,87,82,80,74,74,74,74,74,68,69,69,69,67,67,67,67,67,70,71,71,71,71,71,72,72,72,72,63,64,64,63,63,49,50,50,50,50,39,40,40,39,39,27,28,28,28,28,21,21,22,22,22,16,16,16,16,16,10,11,11,11,11,8,8,8,8,8,6,6,5,5,5,3,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
114,CT00115,Waitomo,-38.2615305,175.1145451,87,87,82,87,81,82,78,74,71,71,68,64,62,58,58,58,58,57,53,54,54,54,52,52,52,53,53,55,55,55,55,55,56,56,56,56,56,50,50,50,50,50,39,39,39,39,39,31,31,31,31,31,21,22,22,22,22,17,17,17,17,17,12,12,12,13,13,8,8,8,8,8,6,6,6,7,7,4,4,4,4,4,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
115,CT00116,Waitotara,-39.805833,174.734444,35,37,35,33,34,32,32,32,30,30,28,26,26,25,25,25,25,23,22,22,22,22,20,21,21,21,21,22,22,22,22,22,21,21,21,21,21,18,18,18,18,18,14,14,14,14,14,10,10,10,10,10,7,7,7,7,7,6,6,6,6,6,4,4,5,5,5,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,CT00117,Wallace,-45.85,167.78,120,129,118,121,125,118,115,118,110,110,110,100,101,88,88,88,88,75,71,71,71,71,69,69,69,70,70,71,71,71,71,71,70,71,71,71,71,63,63,63,63,63,51,51,51,51,51,40,41,41,40,40,30,30,30,30,30,26,26,27,27,27,21,21,21,22,22,15,15,15,15,15,11,11,11,11,11,7,7,7,6,6,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
117,CT00118,Wanganui,-39.9333,175.05,34,35,33,33,31,31,31,30,28,29,27,25,24,24,24,24,24,23,21,21,21,21,20,21,21,21,21,22,22,22,22,22,22,23,23,23,23,20,21,21,21,21,16,16,16,16,16,12,13,12,12,12,9,9,9,9,9,7,7,7,7,7,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,CT00119,Weber,-40.4,176.317,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,CT00120,West Taupo,-38.92,175.75,42,42,40,42,39,39,38,36,34,34,33,31,30,28,28,28,28,28,26,26,26,26,25,25,25,25,25,26,27,27,27,27,27,27,27,27,27,24,24,24,24,24,19,19,19,19,19,15,15,15,15,15,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,CT00121,Westland,-43.431,170.155,46,51,45,47,56,47,47,43,56,44,44,44,36,33,33,33,33,35,34,34,34,34,27,27,27,28,28,34,34,34,34,34,33,33,33,33,33,36,36,36,36,36,30,30,30,30,30,22,22,22,22,22,15,15,15,15,15,11,11,11,11,11,11,12,12,12,12,8,8,8,8,8,11,11,11,11,11,9,9,9,9,9,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0
121,CT00122,Whakatane,-37.95855,176.98545,46,44,44,39,37,39,35,35,33,39,30,23,29,32,32,32,32,29,27,27,27,27,29,29,29,29,29,27,27,27,27,27,28,28,28,28,28,26,26,26,26,26,18,18,18,18,18,18,18,18,17,17,13,13,13,13,13,9,9,9,9,9,8,8,8,8,8,6,6,6,6,6,5,5,5,5,5,3,3,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,CT00123,Whangamomona,-39.14524461,174.7387759,20,20,19,18,19,18,18,18,17,17,16,14,15,14,14,14,14,13,12,12,12,12,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,CT00124,Whangarei,-35.73167,174.32391,116,116,110,116,108,109,104,98,95,94,90,85,83,77,77,77,77,77,71,71,72,72,69,70,70,70,70,73,74,74,74,74,74,75,75,75,75,66,66,66,66,66,51,52,52,52,52,41,41,41,41,41,29,29,29,29,29,22,22,22,22,22,16,17,17,17,17,11,11,11,11,11,8,8,9,9,9,6,6,6,5,5,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
124,CT00125,Whangaroa,-35.05205502,173.7434618,11,11,10,11,10,10,10,9,9,9,9,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,CT00126,Woodville,-40.33773576,175.8669028,22,22,21,21,20,20,20,19,18,19,17,16,16,15,15,15,15,15,13,14,14,14,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,BR00001,Akaroa,-43.80467,172.966667,6,6,5,6,5,6,5,5,5,5,5,5,6,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,BR00002,Alexandra,-45.24917,169.37972,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,BR00003,Arrowtown,-44.9425,168.83583,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,BR00004,Ashburton,-43.90556,171.74556,43,46,42,44,42,43,43,42,42,42,41,41,43,37,38,38,38,35,34,34,34,34,33,33,33,33,33,34,34,34,35,35,37,37,37,37,37,34,34,34,34,34,28,28,28,28,28,22,23,23,23,23,17,17,17,17,17,14,14,14,14,14,12,12,12,12,12,8,8,8,9,9,6,6,6,6,6,4,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
130,BR00005,Auckland,-36.86667,174.76667,695,708,673,710,720,716,685,661,666,694,682,716,699,658,660,662,662,641,586,591,591,591,568,572,572,576,576,586,598,597,599,599,617,625,624,624,624,571,578,577,574,574,474,478,478,478,478,392,398,397,396,396,287,289,289,288,288,235,237,238,239,239,187,189,190,190,190,134,135,135,136,136,97,99,100,101,101,66,66,64,62,62,27,24,21,17,17,17,14,11,9,9,9,8,8,7,7,1,1,0,0,0,0,0,0,0
131,BR00006,Balclutha,-46.233,169.75,13,13,12,13,14,13,13,13,13,13,13,14,13,13,13,13,13,13,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,8,9,8,8,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,BR00007,Birkenhead,-36.80749,174.723051,21,22,21,22,22,22,21,20,20,21,21,22,21,20,20,20,20,20,18,18,18,18,17,18,18,18,18,18,18,18,18,18,19,19,19,19,19,18,18,18,18,18,15,15,15,15,15,12,12,12,12,12,9,9,9,9,9,7,7,7,7,7,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,BR00008,Blenheim,-41.514,173.96,39,46,37,41,40,42,43,45,44,44,41,46,45,36,37,37,37,28,26,26,26,26,26,26,26,26,26,25,25,25,25,25,28,28,28,28,28,28,28,28,28,28,24,24,24,24,24,23,23,23,23,23,19,19,19,19,19,15,16,16,16,16,10,10,10,10,10,7,8,8,8,8,6,7,7,7,7,4,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
134,BR00009,Bluff,-46.6,168.333,16,16,17,16,17,17,16,16,16,16,15,15,14,14,14,14,14,14,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,8,8,8,8,8,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,2,2,2,3,3,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,BR00010,Brunner,-42.4325,171.32278,7,6,6,6,6,7,6,7,6,6,6,5,6,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,BR00011,Cambridge,-37.87822,175.4402,22,24,20,23,23,23,21,20,22,20,19,17,18,15,15,16,16,16,17,17,17,17,17,17,17,17,17,16,16,16,16,16,17,17,17,17,17,14,14,14,14,14,10,10,10,10,10,8,8,8,8,8,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,BR00012,Carterton,-41.025,175.5275,16,15,14,15,14,15,14,13,14,15,14,13,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,13,13,13,13,13,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,5,5,5,5,5,3,3,3,3,3,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,BR00013,Christchurch,-43.55,172.6667,600,636,583,610,590,607,596,587,591,592,576,577,600,523,524,526,526,489,469,471,472,472,457,459,459,463,463,476,480,480,482,482,512,515,515,515,515,470,472,472,470,470,390,392,392,391,391,313,316,315,314,314,236,237,237,237,237,196,198,199,199,199,164,165,166,166,166,117,118,118,119,119,85,87,88,88,88,58,57,56,54,54,22,20,17,14,14,14,12,9,7,7,7,7,6,6,6,0,0,0,0,0,0,0,0,0
139,BR00014,Cromwell,-45.045944,169.19556,5,5,5,5,6,5,5,5,5,5,5,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,BR00015,Dannevirke,-40.20611,176.09944,44,39,42,38,35,40,35,37,36,36,35,37,35,31,31,31,31,31,30,30,30,30,29,29,29,29,29,30,30,30,30,30,31,31,31,31,31,27,27,27,27,27,21,21,21,21,21,17,17,17,17,17,12,12,12,12,12,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,BR00016,Dargaville,-35.93833,173.87167,17,18,17,18,18,18,17,17,17,17,17,18,18,17,17,17,17,16,15,15,15,15,14,14,14,14,14,15,15,15,15,15,16,16,16,16,16,14,15,15,14,14,12,12,12,12,12,10,10,10,10,10,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,3,3,3,3,3,2,2,3,3,3,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,BR00017,Devonport,-36.831667,174.796278,75,76,72,76,77,77,73,71,71,74,73,77,75,71,71,71,71,69,63,63,63,63,61,61,61,62,62,63,64,64,64,64,66,67,67,67,67,61,62,62,62,62,51,51,51,51,51,42,43,43,42,42,31,31,31,31,31,25,25,26,26,26,20,20,20,20,20,14,15,14,15,15,10,11,11,11,11,7,7,7,7,7,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
143,BR00018,Dunedin,-45.87416,170.50361,493,500,486,490,538,510,501,518,507,507,512,537,527,496,497,498,498,493,423,424,425,425,390,391,391,394,394,381,384,384,386,386,396,399,399,399,399,384,386,386,384,384,331,332,333,332,332,284,286,286,284,284,210,210,210,210,210,169,169,170,171,171,145,146,147,147,147,104,105,105,105,105,78,79,80,81,81,54,54,52,51,51,20,18,15,13,13,13,11,9,7,7,7,7,6,6,6,0,0,0,0,0,0,0,0,0
144,BR00019,Eastbourne,-41.3,174.9,13,13,12,13,12,13,12,11,12,12,12,11,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,11,11,11,11,11,8,8,8,8,8,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,BR00020,Eketahuna,-40.647,175.704,10,9,9,9,8,9,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,BR00021,Eltham,-39.42972,174.29917,21,19,19,17,20,20,21,18,19,20,19,22,23,18,18,18,18,16,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,15,15,14,14,14,14,14,14,14,11,11,11,11,11,10,10,10,10,10,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,BR00022,Featherston,-41.117,175.317,10,10,9,10,9,9,9,9,9,9,9,8,9,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,BR00023,Feilding,-40.216667,175.566667,47,47,46,48,46,45,47,45,44,46,46,46,49,38,38,38,38,31,33,33,33,33,31,31,31,31,31,32,32,32,32,32,34,35,35,35,35,32,32,32,32,32,25,25,25,25,25,20,20,20,20,20,15,15,15,15,15,11,11,11,11,11,9,10,10,10,10,6,6,6,6,6,4,5,5,5,5,3,3,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,BR00024,Foxton,-40.47167,175.28583,19,17,18,16,15,17,15,16,16,15,15,16,15,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,12,12,12,12,12,9,9,9,9,9,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,3,3,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,BR00025,Geraldine,-44.09028,171.24333,9,10,10,10,9,10,9,9,9,9,9,9,10,7,7,7,7,6,7,7,7,7,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,BR00026,Gisborne,-38.6625,178.017778,132,129,118,131,128,126,117,115,109,100,106,109,90,82,83,83,83,83,78,78,78,78,78,78,78,79,79,89,90,90,90,90,88,89,89,89,89,73,73,73,73,73,62,63,63,63,63,47,47,47,47,47,32,32,32,32,32,26,26,27,27,27,19,19,20,20,20,13,13,13,13,13,8,9,9,9,9,8,7,7,7,7,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
152,BR00027,Gore,-46.09917,168.94639,38,37,38,37,38,39,37,36,37,36,35,34,33,32,32,32,32,32,28,28,28,28,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,24,24,24,24,24,19,19,19,19,19,16,16,16,16,16,13,13,13,13,13,10,10,10,10,10,9,9,9,9,9,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,BR00028,Green Island,-45.90278,170.43056,17,17,16,17,18,17,17,17,17,17,17,18,18,17,17,17,17,17,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,11,11,11,11,11,10,10,10,10,10,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,BR00029,Greymouth,-42.45,171.2075,62,56,59,56,55,63,59,63,60,58,61,51,54,42,42,42,42,34,30,31,31,31,34,34,34,34,34,34,35,35,35,35,42,42,42,42,42,39,39,39,39,39,30,31,31,31,31,20,20,20,20,20,15,15,15,15,15,12,12,12,12,12,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,5,5,5,5,5,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
155,BR00030,Greytown,-41.08,175.461,11,11,11,11,10,11,10,10,10,11,10,10,10,9,9,9,9,10,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,7,7,7,7,7,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,BR00031,Hamilton,-37.783,175.283,120,132,113,126,130,125,115,110,122,113,108,93,100,86,86,86,86,88,96,97,97,97,93,94,94,94,94,88,89,89,89,89,96,96,96,96,96,78,79,79,78,78,55,55,55,55,55,43,44,44,43,43,30,30,30,30,30,23,23,23,23,23,19,19,19,19,19,13,13,13,13,13,9,9,9,9,9,6,6,6,5,5,3,3,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
157,BR00032,Hampden,-45.32778,170.81667,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,BR00033,Hastings,-39.6381,176.84918,93,104,91,98,87,100,93,100,85,104,100,95,86,73,74,74,74,60,64,64,65,65,63,63,63,64,64,67,67,67,67,67,71,71,71,71,71,65,66,66,65,65,49,49,49,49,49,39,39,39,39,39,29,29,29,29,29,25,25,26,26,26,20,20,20,20,20,12,13,13,13,13,10,10,10,10,10,6,6,5,5,5,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
159,BR00034,Hawera,-39.59167,174.28333,43,40,39,36,41,41,43,37,40,42,39,44,47,36,36,36,36,32,31,31,32,32,29,29,29,29,29,28,28,28,28,28,30,30,30,30,30,29,29,29,29,29,22,22,23,22,22,20,20,20,20,20,14,14,14,14,14,12,12,13,13,13,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
160,BR00035,Hokitika,-42.71667,170.96667,27,25,26,25,25,28,26,28,27,26,27,22,24,19,19,19,19,15,14,14,14,14,15,15,15,15,15,15,15,15,15,15,19,19,19,19,19,17,17,17,17,17,14,14,14,14,14,9,9,9,9,9,6,6,7,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,BR00036,Inglewood,-39.15824,174.1802,12,11,11,10,12,12,12,11,11,12,11,13,13,10,10,10,10,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,BR00037,Invercargill,-46.4132,168.3538,156,154,158,152,158,161,153,148,153,149,144,142,137,132,132,132,132,130,115,116,116,116,105,105,105,106,106,107,107,107,108,108,108,109,109,109,109,101,101,101,101,101,78,78,78,78,78,67,68,68,67,67,52,52,52,52,52,42,42,42,42,42,37,38,38,38,38,24,24,24,24,24,18,18,18,19,19,13,13,13,12,12,5,5,4,4,4,4,3,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
163,BR00038,Invercargill South,-46.425,168.35,19,19,19,18,19,19,18,18,18,18,17,17,17,16,16,16,16,16,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,9,9,9,9,9,8,8,8,8,8,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,BR00039,Kaiapoi,-43.37832,172.64013,15,16,15,15,15,15,15,15,15,15,14,15,15,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,12,12,12,12,12,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,BR00040,Kaitangata,-46.275,169.85,15,15,14,15,16,15,15,15,15,15,15,16,16,15,15,15,15,15,13,13,13,13,12,12,12,12,12,11,11,11,11,11,12,12,12,12,12,11,11,11,11,11,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,BR00041,Kumara,-42.63111,171.18694,6,6,6,6,6,6,6,6,6,6,6,5,6,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,BR00042,Lawrence,-45.913,169.689,6,6,6,6,7,6,6,6,6,6,6,7,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,BR00043,Levin,-40.63333,175.275,22,20,21,19,18,20,18,19,18,18,18,19,18,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,14,14,14,14,14,11,11,11,11,11,9,9,9,9,9,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,BR00044,Lower Hutt,-41.21667,174.91667,54,52,50,51,48,51,48,46,48,50,48,45,48,44,44,45,45,46,44,45,45,45,45,45,45,46,46,46,47,47,47,47,48,48,48,48,48,43,43,43,43,43,33,34,34,34,34,26,27,27,27,27,19,19,19,19,19,16,16,16,16,16,11,12,12,12,12,8,8,8,8,8,5,5,5,5,5,4,4,3,3,3,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
