index,geo_unit,Name,Latitude,Longitude,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105
54,CT00055,Manukau,-36.99282,174.87986,74,74,70,74,69,69,66,62,60,60,57,54,53,49,49,49,49,49,45,45,46,46,44,44,44,45,45,46,47,47,47,47,47,48,48,48,48,42,42,42,42,42,33,33,33,33,33,26,26,26,26,26,18,18,18,18,18,14,14,14,14,14,10,11,11,11,11,7,7,7,7,7,5,5,5,6,6,4,4,4,3,3,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,CT00056,Marlborough,-41.514,173.96,91,91,84,85,83,88,82,78,72,73,70,63,63,61,61,61,61,51,53,54,54,54,53,53,53,54,54,53,53,53,54,54,56,56,56,56,56,50,50,50,50,50,38,38,38,38,38,32,33,33,33,33,23,23,23,23,23,20,20,20,20,20,15,15,15,15,15,11,11,11,11,11,8,9,9,9,9,5,5,5,5,5,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
56,CT00057,Masterton,-40.9666628,175.6499974,34,35,33,32,31,31,31,30,28,29,27,25,24,24,24,24,24,23,21,21,21,21,20,21,21,21,21,22,22,22,22,22,22,23,23,22,22,20,21,21,21,21,16,16,16,16,16,12,12,12,12,12,9,9,9,9,9,7,7,7,7,7,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,CT00058,Matakaoa,-37.55696585,178.2815937,10,10,10,9,8,9,8,8,7,9,7,5,6,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,CT00059,Matamata,-37.8106,175.76237,68,68,64,68,63,64,61,58,56,56,53,50,49,45,45,46,46,45,42,42,42,42,41,41,41,41,41,43,43,43,43,43,44,44,44,44,44,39,39,39,39,39,30,30,30,30,30,24,24,24,24,24,17,17,17,17,17,13,13,13,13,13,10,10,10,10,10,6,6,6,7,7,5,5,5,5,5,4,3,3,3,3,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,CT00060,Mauriceville,-40.7749023,175.7017963,10,10,10,10,9,9,9,9,8,9,8,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,CT00061,Mongonui,-34.9940621,173.5289181,56,56,53,56,52,53,50,48,46,46,44,41,40,37,37,38,38,37,35,35,35,35,34,34,34,34,34,35,36,36,36,36,36,36,36,36,36,32,32,32,32,32,25,25,25,25,25,20,20,20,20,20,14,14,14,14,14,11,11,11,11,11,8,8,8,8,8,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,CT00062,Mount Herbert,-43.68959,172.74196,6,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,CT00063,Murchison,-41.800178,172.3336836,19,20,19,19,19,20,17,19,18,18,17,16,15,13,13,13,13,12,11,11,11,11,11,11,11,11,11,12,12,12,12,12,13,14,14,14,14,12,12,12,12,12,9,10,10,10,10,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,CT00064,Ohinemuri,-37.379448,175.669424,34,34,32,34,32,32,31,29,28,28,27,25,25,23,23,23,23,23,21,21,21,21,20,21,21,21,21,22,22,22,22,22,22,22,22,22,22,20,20,20,20,20,15,15,15,15,15,12,12,12,12,12,8,8,8,8,8,7,7,7,7,7,5,5,5,5,5,3,3,3,3,3,2,2,3,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,CT00065,Ohura,-38.8439123,174.9816397,42,42,40,42,39,39,38,35,34,34,33,31,30,28,28,28,28,28,26,26,26,26,25,25,25,25,25,26,27,27,27,27,27,27,27,27,27,24,24,24,24,24,19,19,19,19,19,15,15,15,15,15,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,CT00066,Opotiki,-38.00915,177.28706,29,28,28,25,24,25,22,22,21,25,19,15,19,21,21,21,21,19,17,17,17,17,18,18,18,19,19,17,17,17,18,18,18,18,18,18,18,17,17,17,16,16,12,12,12,12,12,11,11,11,11,11,8,8,8,8,8,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,CT00067,Oroua,-40.166667,175.583333,42,42,40,39,38,37,37,36,33,35,33,30,29,29,29,29,29,28,25,26,26,26,25,25,25,25,25,26,27,27,27,27,27,27,27,27,27,25,25,25,25,25,19,19,19,19,19,15,15,15,15,15,11,11,11,11,11,8,8,8,8,8,7,7,7,7,7,5,5,5,5,5,3,3,3,4,4,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,CT00068,Otamatea,-36.09833,174.23944,51,51,49,51,48,48,46,44,42,42,40,38,37,34,34,34,34,34,32,32,32,32,31,31,31,31,31,32,33,33,33,33,33,33,33,33,33,29,29,29,29,29,23,23,23,23,23,18,18,18,18,18,13,13,13,13,13,10,10,10,10,10,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,3,3,3,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,CT00069,Oxford,-43.29609879,172.1886163,22,21,21,22,21,20,19,20,19,19,17,16,16,16,16,16,16,14,14,14,14,14,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,CT00070,Pahiatua,-40.4596526,175.8349216,38,39,37,36,34,34,34,33,31,32,30,28,27,26,26,26,26,26,23,23,24,24,23,23,23,23,23,24,25,25,25,25,25,25,25,25,25,23,23,23,23,23,17,18,18,18,18,14,14,14,14,14,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,4,5,4,5,5,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,CT00071,Paparua,-43.529,172.458173,64,62,61,62,62,57,56,57,54,54,50,47,45,45,45,45,45,42,40,40,40,40,39,39,39,39,39,41,41,41,41,41,41,41,41,41,41,37,37,37,37,37,29,29,29,29,29,24,24,24,24,24,17,17,17,17,17,14,14,14,14,14,12,12,12,12,12,8,8,8,8,8,7,7,7,7,7,4,4,4,4,4,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
71,CT00072,Patangata,-39.917,176.717,33,31,32,28,27,28,25,25,23,28,22,16,21,23,23,23,23,21,19,19,19,19,20,20,20,21,21,19,19,19,20,20,20,20,20,20,20,18,18,18,18,18,13,13,13,13,13,13,13,13,13,13,9,9,9,9,9,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,3,4,4,4,4,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,CT00073,Patea,-39.7547982,174.4728191,43,45,42,40,42,39,39,39,37,37,35,32,32,31,31,31,31,29,27,27,27,27,25,25,25,25,25,27,27,27,27,27,25,26,26,26,26,22,22,22,22,22,17,17,17,17,17,13,13,13,13,13,9,9,9,9,9,7,7,7,7,7,5,5,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,CT00074,Peninsula,-45.8583,170.65,20,20,20,19,21,20,19,20,18,19,18,18,17,16,16,16,16,15,13,13,13,13,12,12,12,13,13,13,13,13,13,13,14,14,14,14,14,13,13,13,13,13,11,11,11,11,11,9,10,10,9,9,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,CT00075,Piako,-37.68545,175.67254,79,79,75,79,73,74,71,67,65,64,61,58,57,53,53,53,53,52,49,49,49,49,47,47,47,48,48,50,50,50,50,50,51,51,51,51,51,45,45,45,45,45,35,35,35,35,35,28,28,28,28,28,20,20,20,20,20,15,15,15,15,15,11,11,11,11,11,7,7,7,8,8,6,6,6,6,6,4,4,4,4,4,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
75,CT00076,Pohangina,-40.16666,175.7999968,17,17,16,16,15,15,15,14,13,14,13,12,12,11,11,11,11,11,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,CT00077,Raglan,-37.79931138,174.8783946,68,68,65,68,64,64,61,58,56,56,53,50,49,46,46,46,46,45,42,42,42,42,41,41,41,41,41,43,44,44,44,44,44,44,44,44,44,39,39,39,39,39,30,31,31,30,30,24,24,24,24,24,17,17,17,17,17,13,13,13,13,13,10,10,10,10,10,6,6,6,7,7,5,5,5,5,5,4,3,3,3,3,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,CT00078,Rangiora,-43.30437,172.58356,36,35,34,35,35,32,32,32,31,30,28,26,26,25,25,26,26,24,22,22,23,23,22,22,22,22,22,23,23,23,23,23,23,23,23,23,23,21,21,21,21,21,17,17,17,17,17,14,14,14,14,14,9,9,9,9,9,8,8,8,8,8,7,7,7,7,7,5,5,5,5,5,4,4,4,4,4,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,CT00079,Rangitikei,-39.66667,175.75,101,102,97,95,91,90,90,87,81,86,79,73,71,69,69,70,70,68,61,62,62,62,60,60,60,61,61,64,66,65,66,66,65,66,66,66,66,60,61,61,61,61,46,46,46,46,46,36,37,37,36,36,27,27,27,27,27,20,20,20,20,20,16,16,16,17,17,12,12,12,12,12,8,8,8,9,9,6,5,5,5,5,3,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
79,CT00080,Rodney,-36.539,174.528,44,44,41,44,41,41,39,37,36,36,34,32,31,29,29,29,29,29,27,27,27,27,26,26,26,26,26,28,28,28,28,28,28,28,28,28,28,25,25,25,25,25,19,20,20,19,19,15,16,16,15,15,11,11,11,11,11,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,CT00081,Rotorua,-38.16667,176.33333,26,26,25,26,24,25,23,22,21,21,20,19,19,17,17,18,18,17,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,15,15,15,15,15,12,12,12,12,12,9,9,9,9,9,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,2,2,2,3,3,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,CT00082,Selwyn,-43.64884427,172.2322075,22,21,20,21,21,19,19,19,18,18,17,16,15,15,15,15,15,14,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,12,12,12,12,12,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,CT00083,Sounds,-41.1417,174.0894,15,14,13,14,13,14,13,13,12,12,11,10,10,10,10,10,10,8,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,9,9,8,8,8,8,8,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,CT00084,Southland,-46.413056,168.3475,319,343,315,321,332,313,306,315,292,293,293,266,268,234,234,235,235,199,188,189,189,189,183,184,184,185,185,188,189,189,190,190,187,188,188,188,188,167,168,168,167,167,135,135,135,135,135,107,108,108,108,108,79,79,79,79,79,70,70,71,71,71,56,57,57,57,57,40,40,40,41,41,28,29,29,30,30,18,18,18,17,17,9,8,7,6,6,6,5,4,3,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0
84,CT00085,Springs,-43.633,172.417,23,22,22,22,22,20,20,20,19,19,18,17,16,16,16,16,16,15,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,13,13,13,13,13,10,11,11,11,11,9,9,9,9,9,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,CT00086,Stratford,-39.3370781,174.2838238,69,72,68,64,67,63,63,62,59,59,55,51,52,49,49,49,49,46,43,43,44,44,40,40,40,41,41,43,43,43,43,43,41,41,41,41,41,35,35,35,35,35,28,28,28,28,28,20,21,21,20,20,14,14,14,14,14,12,12,12,12,12,9,9,9,9,9,6,6,6,6,6,4,5,5,5,5,3,3,3,3,3,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,CT00087,Taieri,-45.887,170.2335,58,57,57,53,60,56,54,56,52,53,53,50,49,45,45,45,45,41,37,37,37,37,35,35,35,36,36,36,36,36,36,36,39,39,39,39,39,38,38,38,38,38,32,32,32,32,32,27,27,27,27,27,19,19,19,19,19,15,15,16,16,16,14,14,14,14,14,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
87,CT00088,Takaka,-40.85085138,172.8070275,22,24,23,23,22,24,21,22,21,21,20,19,18,16,16,16,16,14,13,13,13,13,13,13,13,13,13,14,14,14,14,14,16,16,16,16,16,14,14,14,14,14,11,11,11,11,11,8,9,9,9,9,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,CT00089,Taranaki,-39.3,174.133333,63,65,62,58,61,57,57,56,54,53,50,46,47,44,44,45,45,41,39,39,40,40,36,37,37,37,37,39,39,39,39,39,37,37,37,37,37,32,32,32,32,32,25,25,25,25,25,18,19,19,19,19,13,13,13,13,13,10,11,11,11,11,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,CT00090,Tauranga,-37.68611,176.16667,60,60,57,60,56,56,54,51,49,49,47,44,43,40,40,40,40,40,37,37,37,37,36,36,36,36,36,38,38,38,38,38,39,39,39,39,39,34,34,34,34,34,27,27,27,27,27,21,21,21,21,21,15,15,15,15,15,11,12,12,12,12,8,9,9,9,9,6,6,6,6,6,4,4,4,5,5,3,3,3,3,3,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,CT00091,Tawera,-43.3371994,171.9269209,13,12,12,12,12,11,11,11,11,11,10,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,CT00092,Thames,-37.13633279,175.5358312,23,23,22,23,21,22,21,20,19,19,18,17,17,15,15,15,15,15,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,13,13,13,13,13,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,CT00093,Tuapeka,-45.913,169.688,57,56,55,52,58,54,53,54,51,52,51,49,48,44,44,44,44,40,36,36,36,36,34,34,34,35,35,35,35,35,35,35,38,38,38,38,38,37,37,37,37,37,31,31,31,31,31,26,26,26,26,26,19,19,19,19,19,15,15,15,15,15,13,14,14,14,14,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
93,CT00094,Uawa,-38.371667,178.296917,12,12,12,10,10,10,9,9,9,10,8,6,8,9,9,9,9,8,7,7,7,7,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,CT00095,Vincent,-45.52,169.46,49,48,48,45,50,47,45,47,44,45,44,42,41,38,38,38,38,35,31,31,31,31,29,30,30,30,30,30,30,30,30,30,33,33,33,33,33,32,32,32,32,32,27,27,27,27,27,23,23,23,23,23,16,16,16,16,16,13,13,13,13,13,12,12,12,12,12,9,9,9,9,9,7,7,7,7,7,5,5,5,5,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
95,CT00096,Waiapu,-38.055833,178.305278,29,28,28,25,24,25,22,22,21,25,19,15,18,20,20,20,20,18,17,17,17,17,18,18,18,18,18,17,17,17,17,17,18,18,18,18,18,16,16,16,16,16,12,12,12,12,12,11,11,11,11,11,8,8,8,8,8,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,CT00097,Waihemo,-45.383,170.633,16,16,16,15,17,16,15,16,15,15,15,14,14,13,13,13,13,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,10,11,11,11,11,9,9,9,9,9,8,8,8,8,8,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,CT00098,Waikato,-37.6190862,175.023346,102,102,97,102,95,96,92,87,84,84,80,75,73,68,68,69,69,68,63,63,63,63,61,62,62,62,62,65,65,65,65,65,66,66,66,66,66,58,59,59,58,58,45,46,46,46,46,36,36,36,36,36,25,25,25,25,25,19,20,20,20,20,14,15,15,15,15,10,10,10,10,10,7,7,8,8,8,5,5,5,5,5,3,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
98,CT00099,Waikohu,-38.466667,177.866667,49,47,48,42,40,42,38,37,35,42,32,25,31,35,35,35,35,31,29,29,29,29,31,31,31,31,31,29,29,29,29,29,30,30,30,30,30,28,28,28,28,28,20,20,20,20,20,19,19,19,19,19,14,14,14,14,14,10,10,10,10,10,8,8,8,8,8,6,7,7,7,7,5,5,5,5,5,3,3,3,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,CT00100,Waikouaiti,-45.60014881,170.4716171,46,45,44,42,47,44,42,44,41,42,41,39,39,35,35,35,35,32,29,29,29,29,28,28,28,28,28,28,28,28,28,28,31,31,31,31,31,29,30,30,29,29,25,25,25,25,25,21,21,21,21,21,15,15,15,15,15,12,12,12,12,12,11,11,11,11,11,8,8,8,8,8,6,6,6,6,6,5,5,5,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
100,CT00101,Waimairi,-43.482,172.719,160,153,151,154,154,141,139,140,134,134,124,116,113,111,112,112,112,103,98,99,99,99,96,97,97,98,98,101,102,102,102,102,101,101,101,101,101,91,91,91,91,91,73,73,73,73,73,60,60,60,60,60,41,41,41,41,41,35,35,35,35,35,29,29,29,29,29,20,21,21,21,21,16,16,17,17,17,11,11,11,10,10,4,4,3,3,3,3,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
101,CT00102,Waimarino,-39.4,175.3,49,51,48,45,47,44,44,44,42,41,39,36,36,34,34,35,35,32,30,31,31,31,28,28,28,29,29,30,30,30,30,30,29,29,29,29,29,25,25,25,25,25,19,19,20,19,19,14,14,14,14,14,10,10,10,10,10,8,8,8,8,8,6,6,6,6,6,4,5,5,5,5,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,CT00103,Waimate,-44.7328091,171.0471354,93,89,88,90,89,82,81,82,78,78,72,68,66,65,65,65,65,60,57,57,58,58,56,56,56,57,57,59,59,59,59,59,58,59,59,59,59,53,53,53,53,53,42,42,42,42,42,35,35,35,35,35,24,24,24,24,24,20,20,20,20,20,17,17,17,17,17,12,12,12,12,12,9,10,10,10,10,6,6,6,6,6,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
103,CT00104,Waimate West,-39.5513,174.1281,31,33,31,29,31,29,28,28,27,27,25,23,24,22,22,22,22,21,20,20,20,20,18,18,18,18,18,19,19,19,20,20,18,19,19,19,19,16,16,16,16,16,13,13,13,13,13,9,9,9,9,9,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,CT00105,Waimea,-41.33333,173.183333,101,107,105,102,101,110,94,102,95,96,91,87,80,72,72,72,72,65,60,61,61,61,60,61,61,61,61,63,65,65,65,65,72,74,73,73,73,64,65,65,65,65,51,52,52,52,52,38,39,39,39,39,28,29,29,29,29,24,24,24,24,24,19,20,20,20,20,13,13,13,13,13,11,11,11,11,11,8,8,8,7,7,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
105,CT00106,Waipa,-37.986,175.421,101,101,96,101,94,95,91,86,83,83,79,74,72,67,67,68,68,67,62,62,63,63,61,61,61,61,61,64,64,64,65,65,65,65,65,65,65,58,58,58,58,58,45,45,45,45,45,36,36,36,36,36,25,25,25,25,25,19,19,20,20,20,14,14,15,15,15,9,10,10,10,10,7,7,8,8,8,5,5,5,5,5,3,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
106,CT00107,Waipara,-43.0666664,172.749997,31,30,29,30,30,27,27,27,26,26,24,23,22,22,22,22,22,20,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,18,18,18,18,18,14,14,14,14,14,12,12,12,12,12,8,8,8,8,8,7,7,7,7,7,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,CT00108,Waipawa,-39.93989024,176.5908838,44,42,42,38,36,37,33,33,31,37,29,22,28,31,31,31,31,28,26,26,26,26,27,27,27,28,28,26,26,26,26,26,27,27,27,27,27,25,25,25,24,24,17,17,17,17,17,17,17,17,17,17,12,12,12,12,12,9,9,9,9,9,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,CT00109,Waipukurau,-39.99629318,176.5539761,12,12,12,11,10,11,9,9,9,11,8,6,8,9,9,9,9,8,7,7,7,7,8,8,8,8,8,7,7,7,7,7,8,8,8,8,8,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,CT00110,Wairarapa South,-41.356,175.372,37,38,36,35,34,33,33,32,30,32,29,27,26,26,26,26,26,25,23,23,23,23,22,22,22,22,22,24,24,24,24,24,24,24,24,24,24,22,23,23,22,22,17,17,17,17,17,13,14,14,13,13,10,10,10,10,10,7,7,8,8,8,6,6,6,6,6,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,CT00111,Wairewa,-43.805,172.7407,13,12,12,12,12,11,11,11,11,11,10,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,CT00112,Wairoa,-39.03333,177.36667,37,35,35,31,30,31,28,28,26,31,24,18,23,26,26,26,26,23,21,21,21,21,23,23,23,23,23,22,22,22,22,22,22,22,22,22,22,21,21,21,20,20,15,15,15,15,15,14,14,14,14,14,10,10,10,10,10,7,7,7,7,7,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
