geo_unit,school,name,latitude,longitude,grade_1918,average_attendance_1918,gender,StatutoryLowAge,StatutoryHighAge,number_staff,SchoolCapacity
CT00098,Hautapu,Waikato,-37.6190862,175.023346,3,57,Mixed,5,12,2,63
CT00124,Helena Bay,Whangarei,-35.73167,174.32391,1,15,Mixed,5,12,1,17
CT00080,Helensville,Rodney,-36.539,174.528,4,180,Mixed,5,12,6,200
CT00114,Henderson,Waitemata,-36.75,174.67,4,176,Mixed,5,12,7,196
CT00114,Henderson Valley,Waitemata,-36.75,174.67,1,17,Mixed,5,12,1,19
CT00037,Herekino,Hokianga,-35.5258,173.3786,3,45,Mixed,5,12,2,50
CT00092,Hikuai,Thames,-37.13633279,175.5358312,2,22,Mixed,5,12,1,24
CT00124,Hikurangi,Whangarei,-35.73167,174.32391,4,179,Mixed,5,12,4,199
CT00064,Hikutaia,Ohinemuri,-37.379448,175.669424,3,64,Mixed,5,12,2,71
CT00059,Hinuera,Matamata,-37.8106,175.76237,3,41,Mixed,5,12,2,46
CT00114,Hobsonville,Waitemata,-36.75,174.67,3,53,Mixed,5,12,2,59
CT00115,Honikiwi,Waitomo,-38.2615305,175.1145451,2,24,Mixed,5,12,1,27
CT00098,Hora Hora,Waikato,-37.6190862,175.023346,4,196,Mixed,5,12,5,218
CT00098,Hora Hora Rapids,Waikato,-37.6190862,175.023346,0,8,Mixed,5,12,1,9
CT00125,Hore Hore,Whangaroa,-35.05205502,173.7434618,2,22,Mixed,5,12,1,24
CT00106,Horotiu,Waipa,-37.986,175.421,3,74,Mixed,5,12,2,82
CT00098,Horsham Downs,Waikato,-37.6190862,175.023346,2,21,Mixed,5,12,1,23
CT00061,Houhora,Mongonui,-34.9940621,173.5289181,2,29,Mixed,5,12,1,32
CT00036,Houto (12) and Parakao (11),Hobson,-35.9396,173.8726,3,23,Mixed,5,12,2,26
CT00055,Howick,Manukau,-36.99282,174.87986,3,55,Mixed,5,12,3,61
CT00036,Huarau,Hobson,-35.9396,173.8726,3,24,Mixed,5,12,2,27
CT00020,Huia,Eden,-36.88158,174.76204,1,8,Mixed,5,12,1,9
CT00068,Hukatere,Otamatea,-36.09833,174.23944,2,29,Mixed,5,12,1,32
CT00124,Hukerenui South,Whangarei,-35.73167,174.32391,3,55,Mixed,5,12,2,61
CT00098,Huntly District High School Primary (338) secondary (14),Waikato,-37.6190862,175.023346,5,352,Mixed,5,18,8,391
CT00028,Hunua,Franklin,-37.201744,174.90514,3,36,Mixed,5,12,2,40
CT00028,Jordan (10) and Miranda (9),Franklin,-37.201744,174.90514,2,27,Mixed,5,12,1,30
CT00115,Kaeaca (14) and Rira (17),Waitomo,-38.2615305,175.1145451,3,31,Mixed,5,12,3,34
CT00125,Kaeo,Whangaroa,-35.05205502,173.7434618,3,70,Mixed,5,12,2,78
CT00028,Kaiawa (12) and Miranda (9),Franklin,-37.201744,174.90514,1,21,Mixed,5,12,1,23
CT00098,Kaihere,Waikato,-37.6190862,175.023346,3,37,Mixed,5,12,2,41
CT00036,Kaihu,Hobson,-35.9396,173.8726,3,75,Mixed,5,12,2,83
CT00008,Kaikohe,Bay of Islands,-35.2,174.166667,3,75,Mixed,5,12,2,83
CT00036,Kaimamaku,Hobson,-35.9396,173.8726,1,14,Mixed,5,12,1,16
CT00019,Kaimanawa,East Taupo,-38.68333,176.08333,2,25,Mixed,5,12,1,28
CT00080,Kaipara Flats,Rodney,-36.539,174.528,2,28,Mixed,5,12,1,31
CT00061,Kaitaia,Mongonui,-34.9940621,173.5289181,3,72,Mixed,5,12,2,80
CT00068,Kaiwaka,Otamatea,-36.09833,174.23944,2,17,Mixed,5,12,1,19
CT00124,Kamo,Whangarei,-35.73167,174.32391,3,113,Mixed,5,12,3,126
CT00124,Kara (11) and Kokupu (19),Whangarei,-35.73167,174.32391,2,30,Mixed,5,12,1,33
CT00028,Karaka,Franklin,-37.201744,174.90514,2,40,Mixed,5,12,1,44
CT00077,Karamu,Raglan,-37.79931138,174.8783946,2,18,Mixed,5,12,1,20
CT00064,Karangahake,Ohinemuri,-37.379448,175.669424,5,202,Mixed,5,12,10,224
CT00028,Kariaotahi,Franklin,-37.201744,174.90514,3,43,Mixed,5,12,2,48
CT00090,Katikati No.1,Tauranga,-37.68611,176.16667,1,17,Mixed,5,12,1,19
CT00090,Katikati No.2,Tauranga,-37.68611,176.16667,3,40,Mixed,5,12,2,44
CT00090,Katikati No.3,Tauranga,-37.68611,176.16667,2,21,Mixed,5,12,1,23
CT00092,Kauaeranga Valley,Thames,-37.13633279,175.5358312,1,15,Mixed,5,12,1,17
CT00114,Kaukapakapa,Waitemata,-36.75,174.67,3,47,Mixed,5,12,2,52
CT00124,Kaurihohore,Whangarei,-35.73167,174.32391,2,14,Mixed,5,12,1,16
CT00106,Kawa No.1 (13) and Kawa No.2 (20),Waipa,-37.986,175.421,1,33,Mixed,5,12,1,37
CT00008,Kawakawa,Bay of Islands,-35.2,174.166667,3,67,Mixed,5,12,2,74
CT00045,Kawhia,Kawhia,-38.06504443,174.8200746,3,50,Mixed,5,12,2,56
CT00017,Kennedy Bay,Coromandel,-36.761287,175.4981278,2,34,Mixed,5,12,1,38
CT00092,Kerepehi,Thames,-37.13633279,175.5358312,2,25,Mixed,5,12,1,28
CT00017,Kereta (11) and Waikaway (10),Coromandel,-36.761287,175.4981278,3,21,Mixed,5,12,2,23
CT00008,Kerikeri,Bay of Islands,-35.2,174.166667,2,15,Mixed,5,12,1,17
CT00008,Kerikeri Inlet,Bay of Islands,-35.2,174.166667,1,11,Mixed,5,12,1,12
CT00106,Kihikihi,Waipa,-37.986,175.421,3,71,Mixed,5,12,2,79
CT00098,Kimihia,Waikato,-37.6190862,175.023346,2,27,Mixed,5,12,1,30
CT00115,Kinohaku No.1,Waitomo,-38.2615305,175.1145451,1,16,Mixed,5,12,1,18
CT00115,Kinohaku No.2,Waitomo,-38.2615305,175.1145451,2,26,Mixed,5,12,1,29
CT00115,Kiokio,Waitomo,-38.2615305,175.1145451,3,56,Mixed,5,12,2,62
CT00036,Kirikopuni,Hobson,-35.9396,173.8726,1,17,Mixed,5,12,1,19
CT00124,Kiripaka,Whangarei,-35.73167,174.32391,3,50,Mixed,5,12,3,56
CT00075,Kiwitahi,Piako,-37.68545,175.67254,1,20,Mixed,5,12,1,22
CT00028,Kohekohe,Franklin,-37.201744,174.90514,2,28,Mixed,5,12,1,31
CT00037,Kohukohu,Hokianga,-35.5258,173.3786,4,127,Mixed,5,12,6,141
CT00098,Komakorau,Waikato,-37.6190862,175.023346,2,29,Mixed,5,12,1,32
CT00064,Komata,Ohinemuri,-37.379448,175.669424,2,16,Mixed,5,12,1,18
CT00064,Komata South,Ohinemuri,-37.379448,175.669424,2,25,Mixed,5,12,1,28
CT00092,Kopu,Thames,-37.13633279,175.5358312,3,63,Mixed,5,12,2,70
CT00092,Kopuarahi,Thames,-37.13633279,175.5358312,2,36,Mixed,5,12,1,40
CT00120,Korakonui,West Taupo,-38.92,175.75,2,31,Mixed,5,12,1,34
CT00106,Koromatua,Waipa,-37.986,175.421,2,25,Mixed,5,12,1,28
CT00037,Koutu,Hokianga,-35.5258,173.3786,2,12,Mixed,5,12,1,13
CT00017,Kuaotunu,Coromandel,-36.761287,175.4981278,3,29,Mixed,5,12,3,32
CT00066,Kutarere,Opotiki,-38.00915,177.28706,3,39,Mixed,5,12,3,43
CT00059,Lichfield,Matamata,-37.8106,175.76237,1,13,Mixed,5,12,1,14
CT00124,Limestone Island,Whangarei,-35.73167,174.32391,1,17,Mixed,5,12,1,19
CT00080,Lochnorrie (23) and Wainui (15),Rodney,-36.539,174.528,3,38,Mixed,5,12,3,42
CT00075,Lower Waitoa,Piako,-37.68545,175.67254,2,38,Mixed,5,12,1,42
CT00080,Mahurangi Heads West (13) and Puhuehue (9),Rodney,-36.539,174.528,2,22,Mixed,5,12,1,24
CT00115,Maihiihi,Waitomo,-38.2615305,175.1145451,3,39,Mixed,5,12,2,43
CT00115,Mairoa (16) and Waitanguru (17),Waitomo,-38.2615305,175.1145451,3,33,Mixed,5,12,2,37
CT00080,Makarau (15) and Tahekeroa (15),Rodney,-36.539,174.528,2,30,Mixed,5,12,1,33
CT00090,Maketu,Tauranga,-37.68611,176.16667,3,105,Mixed,5,12,3,117
CT00081,Mamaku,Rotorua,-38.16667,176.33333,3,105,Mixed,5,12,2,117
CT00081,Manawahe,Rotorua,-38.16667,176.33333,2,19,Mixed,5,12,1,21
CT00075,Manawaru,Piako,-37.68545,175.67254,3,86,Mixed,5,12,3,96
CT00064,Mangaiti,Ohinemuri,-37.379448,175.669424,2,25,Mixed,5,12,1,28
CT00115,Mangaotaki,Waitomo,-38.2615305,175.1145451,1,16,Mixed,5,12,1,18
CT00124,Mangapai,Whangarei,-35.73167,174.32391,3,37,Mixed,5,12,2,41
CT00115,Mangapehi,Waitomo,-38.2615305,175.1145451,3,59,Mixed,5,12,2,66
CT00106,Mangapiko,Waipa,-37.986,175.421,2,34,Mixed,5,12,1,38
CT00061,Mangatete,Mongonui,-34.9940621,173.5289181,3,50,Mixed,5,12,2,56
CT00068,Mangatu (14) and Tuamoe (8),Otamatea,-36.09833,174.23944,2,22,Mixed,5,12,1,24
CT00068,Mangawai beach,Otamatea,-36.09833,174.23944,3,41,Mixed,5,12,2,46
CT00059,Mangawhero,Matamata,-37.8106,175.76237,1,24,Mixed,5,12,1,27
CT00055,Mangere,Manukau,-36.99282,174.87986,3,67,Mixed,5,12,2,74
CT00055,Mangere Bridge,Manukau,-36.99282,174.87986,3,107,Mixed,5,12,2,119
CT00061,Mangonui,Mongonui,-34.9940621,173.5289181,3,46,Mixed,5,12,3,51
CT00028,Manukau Heads,Franklin,-37.201744,174.90514,1,14,Mixed,5,12,1,16
CT00055,Manurewa,Manukau,-36.99282,174.87986,4,181,Mixed,5,12,5,201
CT00115,Mapiu,Waitomo,-38.2615305,175.1145451,3,24,Mixed,5,12,2,27
CT00028,Maraetai Nos.1 (13) and 2 (8),Franklin,-37.201744,174.90514,2,21,Mixed,5,12,1,23
CT00028,Maramarua (13) and Maramarya East (10),Franklin,-37.201744,174.90514,1,23,Mixed,5,12,1,26
CT00068,Mareretu,Otamatea,-36.09833,174.23944,2,22,Mixed,5,12,1,24
CT00008,Marlow (7) and Ruapekapeka West (12),Bay of Islands,-35.2,174.166667,1,19,Mixed,5,12,1,21
CT00008,Maromaku,Bay of Islands,-35.2,174.166667,2,31,Mixed,5,12,1,34
CT00124,Marsden Point,Whangarei,-35.73167,174.32391,1,11,Mixed,5,12,1,12
CT00124,Marua,Whangarei,-35.73167,174.32391,2,29,Mixed,5,12,1,32
CT00124,Mata,Whangarei,-35.73167,174.32391,3,20,Mixed,5,12,2,22
CT00098,Matahuru Nos 1 (16) and 2 (21),Waikato,-37.6190862,175.023346,2,37,Mixed,5,12,1,41
CT00028,Mataitai,Franklin,-37.201744,174.90514,2,21,Mixed,5,12,1,23
CT00080,Matakana,Rodney,-36.539,174.528,3,52,Mixed,5,12,2,58
CT00068,Matakohe,Otamatea,-36.09833,174.23944,3,40,Mixed,5,12,3,44
CT00068,Matakohe No.2,Otamatea,-36.09833,174.23944,1,7,Mixed,5,12,1,8
CT00059,Matamata District High School - Primary (186) Secondary (22),Matamata,-37.8106,175.76237,4,208,Mixed,5,18,5,231
CT00098,Matangi,Waikato,-37.6190862,175.023346,3,111,Mixed,5,12,3,123
CT00124,Matapouri (16) and Tutukaka (17),Whangarei,-35.73167,174.32391,2,33,Mixed,5,12,1,37
CT00028,Mauku,Franklin,-37.201744,174.90514,3,66,Mixed,5,12,2,73
CT00124,Maungakaramea,Whangarei,-35.73167,174.32391,3,66,Mixed,5,12,2,73
CT00124,Maungatapere,Whangarei,-35.73167,174.32391,3,59,Mixed,5,12,3,66
CT00059,Maungatautari,Matamata,-37.8106,175.76237,3,39,Mixed,5,12,3,43
CT00059,Maungatautari No.2,Matamata,-37.8106,175.76237,1,17,Mixed,5,12,1,19
CT00028,Maungatawhiri Valley,Franklin,-37.201744,174.90514,3,45,Mixed,5,12,2,50
CT00068,Maungaturoto,Otamatea,-36.09833,174.23944,3,56,Mixed,5,12,3,62
CT00124,Maunu,Whangarei,-35.73167,174.32391,3,44,Mixed,5,12,2,49
CT00020,Meadowbank,Eden,-36.88158,174.76204,4,230,Mixed,5,12,5,256
CT00098,Mercer,Waikato,-37.6190862,175.023346,3,88,Mixed,5,12,2,98
CT00017,Mercury Bay,Coromandel,-36.761287,175.4981278,3,96,Mixed,5,12,2,107
CT00019,Mokai,East Taupo,-38.68333,176.08333,3,42,Mixed,5,12,3,47
CT00115,Mokauiti,Waitomo,-38.2615305,175.1145451,3,37,Mixed,5,12,2,41
CT00106,Monavale,Waipa,-37.986,175.421,1,26,Mixed,5,12,1,29
CT00037,Motukaraka,Hokianga,-35.5258,173.3786,3,42,Mixed,5,12,2,47
CT00075,Motumaoho,Piako,-37.68545,175.67254,3,45,Mixed,5,12,2,50
CT00080,Motutara (11) and Muriwai (15),Rodney,-36.539,174.528,2,26,Mixed,5,12,1,29
CT00028,Moumoukai,Franklin,-37.201744,174.90514,1,13,Mixed,5,12,1,14
CT00090,Mount Maunganui,Tauranga,-37.68611,176.16667,3,38,Mixed,5,12,2,42
CT00020,Mount Roskill,Eden,-36.88158,174.76204,5,288,Mixed,5,12,8,320
CT00124,Mullet Point,Whangarei,-35.73167,174.32391,2,21,Mixed,5,12,1,23
CT00068,Naumai,Otamatea,-36.09833,174.23944,3,44,Mixed,5,12,2,49
CT00064,Netherton,Ohinemuri,-37.379448,175.669424,3,89,Mixed,5,12,2,99
CT00098,Newstead,Waikato,-37.6190862,175.023346,3,49,Mixed,5,12,2,54
CT00120,Ngahape (17) and Tokanui (16),West Taupo,-38.92,175.75,2,33,Mixed,5,12,1,37
CT00065,Ngapuke,Ohura,-38.8439123,174.9816397,2,25,Mixed,5,12,1,28
CT00098,Ngararatunua,Waikato,-37.6190862,175.023346,3,42,Mixed,5,12,3,47
CT00075,Ngarua,Piako,-37.68545,175.67254,2,32,Mixed,5,12,1,36
CT00061,Ngataki,Mongonui,-34.9940621,173.5289181,1,9,Mixed,5,12,1,10
CT00092,Ngatea,Thames,-37.13633279,175.5358312,3,50,Mixed,5,12,2,56
CT00081,Ngongotaha,Rotorua,-38.16667,176.33333,3,85,Mixed,5,12,2,94
CT00124,Ngunguru,Whangarei,-35.73167,174.32391,2,31,Mixed,5,12,1,34
CT00045,Ngutunui,Kawhia,-38.06504443,174.8200746,1,22,Mixed,5,12,1,24
CT00066,Nukuhou,Opotiki,-38.00915,177.28706,1,20,Mixed,5,12,1,22
CT00008,Ohaeawai,Bay of Islands,-35.2,174.166667,2,38,Mixed,5,12,1,42
CT00090,Ohauiti,Tauranga,-37.68611,176.16667,1,17,Mixed,5,12,1,19
CT00106,Ohaupo,Waipa,-37.986,175.421,3,105,Mixed,5,12,3,117
CT00098,Ohinewai,Waikato,-37.6190862,175.023346,3,42,Mixed,5,12,2,47
CT00036,Okahu Nos.1 (13) and 2 (7),Hobson,-35.9396,173.8726,1,20,Mixed,5,12,1,22
CT00008,Okaihau,Bay of Islands,-35.2,174.166667,2,33,Mixed,5,12,1,37
CT00008,Okaihau No.2 (8) and Utakura Valley (13),Bay of Islands,-35.2,174.166667,2,21,Mixed,5,12,1,23
CT00008,Okaihau East,Bay of Islands,-35.2,174.166667,0,7,Mixed,5,12,1,8
CT00059,Okauia,Matamata,-37.8106,175.76237,3,34,Mixed,5,12,2,38
CT00114,Okupu (11) and Tryphena (13),Waitemata,-36.75,174.67,1,24,Mixed,5,12,1,27
CT00080,Omaha Little,Rodney,-36.539,174.528,1,14,Mixed,5,12,1,16
CT00098,Omahine,Waikato,-37.6190862,175.023346,3,55,Mixed,5,12,3,61
CT00028,Omana,Franklin,-37.201744,174.90514,1,18,Mixed,5,12,1,20
CT00090,Omanawa (8) and Omanawa Falls (18),Tauranga,-37.68611,176.16667,2,26,Mixed,5,12,1,29
CT00037,Omapere,Hokianga,-35.5258,173.3786,2,20,Mixed,5,12,1,22
CT00090,Omokoroa,Tauranga,-37.68611,176.16667,2,30,Mixed,5,12,1,33
CT00124,Onerahi,Whangarei,-35.73167,174.32391,3,68,Mixed,5,12,2,76
CT00077,Onewhero,Raglan,-37.79931138,174.8783946,3,65,Mixed,5,12,3,72
CT00045,Oparau,Kawhia,-38.06504443,174.8200746,2,25,Mixed,5,12,1,28
CT00122,Opouriao South,Whakatane,-37.95855,176.98545,3,36,Mixed,5,12,2,40
CT00008,Opua,Bay of Islands,-35.2,174.166667,3,45,Mixed,5,12,2,50
CT00066,Opuawhango (18) and Otonga (20),Opotiki,-38.00915,177.28706,3,38,Mixed,5,12,2,42
CT00114,Oratia,Waitemata,-36.75,174.67,2,28,Mixed,5,12,1,31
CT00028,Orere,Franklin,-37.201744,174.90514,0,6,Mixed,5,12,1,7
CT00098,Orini,Waikato,-37.6190862,175.023346,3,34,Mixed,5,12,3,38
CT00090,Oropi,Tauranga,-37.68611,176.16667,2,27,Mixed,5,12,1,30
CT00125,Oruaiti (14) and Upper Oruaiti (7),Whangaroa,-35.05205502,173.7434618,2,21,Mixed,5,12,1,23
CT00061,Oruru,Mongonui,-34.9940621,173.5289181,2,24,Mixed,5,12,1,27
CT00114,Ostend (5) and Te Huruhi (9),Waitemata,-36.75,174.67,1,14,Mixed,5,12,1,16
CT00124,Otaika,Whangarei,-35.73167,174.32391,3,36,Mixed,5,12,3,40
CT00124,Otaika Valley,Whangarei,-35.73167,174.32391,1,13,Mixed,5,12,1,14
CT00090,Otamarakau,Tauranga,-37.68611,176.16667,1,10,Mixed,5,12,1,11
CT00066,Otara,Opotiki,-38.00915,177.28706,1,21,Mixed,5,12,1,23
CT00066,Otara East (19) and Tirohanga (17),Opotiki,-38.00915,177.28706,2,36,Mixed,5,12,1,40
CT00028,Otaua,Franklin,-37.201744,174.90514,3,60,Mixed,5,12,2,67
CT00106,Otewe,Waipa,-37.986,175.421,3,40,Mixed,5,12,2,44
CT00115,Otorohanga,Waitomo,-38.2615305,175.1145451,4,127,Mixed,5,12,6,141
CT00090,Otumoetai,Tauranga,-37.68611,176.16667,2,34,Mixed,5,12,1,38
CT00081,Oturoa,Rotorua,-38.16667,176.33333,2,19,Mixed,5,12,1,21
CT00122,Owhiwha (13) and Taraunui (13),Whakatane,-37.95855,176.98545,2,26,Mixed,5,12,1,29
CT00115,Paemako (25) and Wairiri Falls (15),Waitomo,-38.2615305,175.1145451,3,40,Mixed,5,12,3,44
CT00090,Paengaroa,Tauranga,-37.68611,176.16667,3,59,Mixed,5,12,3,66
CT00028,Paerata Ridge,Franklin,-37.201744,174.90514,1,12,Mixed,5,12,1,13
CT00037,Pakanae,Hokianga,-35.5258,173.3786,2,39,Mixed,5,12,1,43
CT00008,Pakaraka,Bay of Islands,-35.2,174.166667,2,28,Mixed,5,12,1,31
CT00017,Pakautukua (8) and Port Charles (8),Coromandel,-36.761287,175.4981278,1,16,Mixed,5,12,1,18
CT00080,Pakiri,Rodney,-36.539,174.528,1,22,Mixed,5,12,1,24
CT00036,Pakotai,Hobson,-35.9396,173.8726,2,18,Mixed,5,12,1,20
CT00055,Pakuranga,Manukau,-36.99282,174.87986,3,43,Mixed,5,12,2,48
CT00020,Panmure,Eden,-36.88158,174.76204,3,86,Mixed,5,12,2,96
CT00055,Papakura,Manukau,-36.99282,174.87986,5,248,Mixed,5,12,10,276
CT00090,Papamoa No.1,Tauranga,-37.68611,176.16667,2,24,Mixed,5,12,1,27
CT00090,Papamoa No.2,Tauranga,-37.68611,176.16667,1,14,Mixed,5,12,1,16
CT00028,Paparata,Franklin,-37.201744,174.90514,2,22,Mixed,5,12,1,24
CT00068,Paparoa,Otamatea,-36.09833,174.23944,3,53,Mixed,5,12,3,59
CT00055,Papatoetoe,Manukau,-36.99282,174.87986,4,216,Mixed,5,12,7,240
CT00061,Paranui (14) and Taipa(5),Mongonui,-34.9940621,173.5289181,1,19,Mixed,5,12,1,21
CT00061,Parenga,Mongonui,-34.9940621,173.5289181,1,13,Mixed,5,12,1,14
CT00124,Parua Bay Nos. 1 (23) and 2 (25),Whangarei,-35.73167,174.32391,3,48,Mixed,5,12,3,53
CT00106,Paterangi,Waipa,-37.986,175.421,3,48,Mixed,5,12,2,53
CT00092,Patetonga,Thames,-37.13633279,175.5358312,3,46,Mixed,5,12,2,51
CT00028,Patumahoe,Franklin,-37.201744,174.90514,3,58,Mixed,5,12,2,64
CT00061,Peria,Mongonui,-34.9940621,173.5289181,3,52,Mixed,5,12,2,58
CT00059,Piarere,Matamata,-37.8106,175.76237,2,28,Mixed,5,12,1,31
CT00114,Piha (6) and Whatipu (7),Waitemata,-36.75,174.67,2,13,Mixed,5,12,1,14
CT00115,Piopio,Waitomo,-38.2615305,175.1145451,3,76,Mixed,5,12,2,84
CT00092,Pipiroa,Thames,-37.13633279,175.5358312,2,26,Mixed,5,12,1,29
CT00020,Point Chevalier,Eden,-36.88158,174.76204,5,403,Mixed,5,12,8,448
CT00028,Pokeno,Franklin,-37.201744,174.90514,3,67,Mixed,5,12,2,74
CT00028,Pollock,Franklin,-37.201744,174.90514,2,29,Mixed,5,12,1,32
CT00028,Ponga,Franklin,-37.201744,174.90514,1,10,Mixed,5,12,1,11
CT00090,Pongakawa,Tauranga,-37.68611,176.16667,2,16,Mixed,5,12,1,18
CT00028,Ponui,Franklin,-37.201744,174.90514,0,3,Mixed,5,12,1,3
CT00080,Port Albert,Rodney,-36.539,174.528,3,37,Mixed,5,12,2,41
CT00115,Puahue,Waitomo,-38.2615305,175.1145451,2,14,Mixed,5,12,1,16
CT00080,Puhoi,Rodney,-36.539,174.528,3,62,Mixed,5,12,3,69
CT00098,Pukekawa,Waikato,-37.6190862,175.023346,2,40,Mixed,5,12,1,44
CT00028,Pukekohe East,Franklin,-37.201744,174.90514,3,42,Mixed,5,12,2,47
CT00077,Pukemiro Colleries,Raglan,-37.79931138,174.8783946,3,39,Mixed,5,12,2,43
CT00106,Pukerimu,Waipa,-37.986,175.421,3,37,Mixed,5,12,2,41
CT00059,Puketurua,Matamata,-37.8106,175.76237,2,25,Mixed,5,12,1,28
CT00037,Punakitere,Hokianga,-35.5258,173.3786,2,37,Mixed,5,12,1,41
CT00028,Puni,Franklin,-37.201744,174.90514,3,56,Mixed,5,12,3,62
CT00008,Purerua,Bay of Islands,-35.2,174.166667,1,10,Mixed,5,12,1,11
CT00092,Puriri,Thames,-37.13633279,175.5358312,3,92,Mixed,5,12,2,102
CT00124,Purua No.1,Whangarei,-35.73167,174.32391,1,8,Mixed,5,12,1,9
CT00115,Putake (7) and Waitomo Caves (6),Waitomo,-38.2615305,175.1145451,1,18,Mixed,5,12,1,20
CT00059,Putaruru,Matamata,-37.8106,175.76237,3,70,Mixed,5,12,3,78
CT00077,Raglan,Raglan,-37.79931138,174.8783946,3,55,Mixed,5,12,2,61
CT00028,Ramarama,Franklin,-37.201744,174.90514,3,48,Mixed,5,12,3,53
CT00037,Rangiahua (24) and Upper Waihou (19),Hokianga,-35.5258,173.3786,3,43,Mixed,5,12,3,48
CT00106,Rangiaohia,Waipa,-37.986,175.421,2,36,Mixed,5,12,1,40
CT00098,Rangiriri,Waikato,-37.6190862,175.023346,2,21,Mixed,5,12,1,23
CT00114,Rangitoto No.2,Waitemata,-36.75,174.67,1,9,Mixed,5,12,1,10
CT00068,Raupo,Otamatea,-36.09833,174.23944,3,43,Mixed,5,12,2,48
CT00037,Rawene,Hokianga,-35.5258,173.3786,3,57,Mixed,5,12,3,63
CT00036,Red Hill,Hobson,-35.9396,173.8726,1,19,Mixed,5,12,1,21
CT00114,Riverhead,Waitemata,-36.75,174.67,3,51,Mixed,5,12,3,57
CT00081,Rotokakahi (12) and Salt Springs (9),Rotorua,-38.16667,176.33333,2,21,Mixed,5,12,1,23
CT00098,Rotokauri,Waikato,-37.6190862,175.023346,2,21,Mixed,5,12,1,23
CT00106,Rotorangi,Waipa,-37.986,175.421,2,32,Mixed,5,12,1,36
CT00081,Rotorua Island,Rotorua,-38.16667,176.33333,1,7,Mixed,5,12,1,8
CT00098,Rototuna,Waikato,-37.6190862,175.023346,3,50,Mixed,5,12,2,56
CT00124,Ruakaka,Whangarei,-35.73167,174.32391,2,19,Mixed,5,12,1,21
CT00115,Ruakuri,Waitomo,-38.2615305,175.1145451,2,22,Mixed,5,12,1,24
CT00124,Ruatangata East,Whangarei,-35.73167,174.32391,1,16,Mixed,5,12,1,18
CT00124,Ruatangata West,Whangarei,-35.73167,174.32391,2,20,Mixed,5,12,1,22
CT00068,Ruawai,Otamatea,-36.09833,174.23944,3,81,Mixed,5,12,2,90
CT00106,Rukuhia,Waipa,-37.986,175.421,2,44,Mixed,5,12,1,49
CT00008,Russell,Bay of Islands,-35.2,174.166667,3,81,Mixed,5,12,2,90
CT00020,St. Heliers,Eden,-36.88158,174.76204,4,147,Mixed,5,12,6,163
CT00114,Silverdale,Waitemata,-36.75,174.67,3,43,Mixed,5,12,2,48
CT00114,Stanley Bay,Waitemata,-36.75,174.67,5,243,Mixed,5,12,9,270
CT00114,Swanson,Waitemata,-36.75,174.67,3,57,Mixed,5,12,3,63
CT00115,Tahaia,Waitomo,-38.2615305,175.1145451,2,12,Mixed,5,12,1,13
CT00064,Tahuna,Ohinemuri,-37.379448,175.669424,2,22,Mixed,5,12,1,24
CT00092,Tairua,Thames,-37.13633279,175.5358312,2,23,Mixed,5,12,1,26
CT00061,Takahue,Mongonui,-34.9940621,173.5289181,2,32,Mixed,5,12,1,36
CT00098,Tamahere,Waikato,-37.6190862,175.023346,3,38,Mixed,5,12,2,42
CT00122,Teneatua,Whakatane,-37.95855,176.98545,3,100,Mixed,5,12,2,111
CT00036,Tangiteroria,Hobson,-35.9396,173.8726,3,41,Mixed,5,12,2,46
CT00065,Tangitu,Ohura,-38.8439123,174.9816397,2,34,Mixed,5,12,1,38
CT00036,Tangowahine,Hobson,-35.9396,173.8726,2,22,Mixed,5,12,1,24
CT00036,Tangowahine Valley,Hobson,-35.9396,173.8726,1,11,Mixed,5,12,1,12
CT00059,Taotaoroa No.1,Matamata,-37.8106,175.76237,2,32,Mixed,5,12,1,36
CT00059,Tapapa,Matamata,-37.8106,175.76237,1,15,Mixed,5,12,1,17
CT00092,Tapu,Thames,-37.13633279,175.5358312,2,24,Mixed,5,12,1,27
CT00008,Tapuhi,Bay of Islands,-35.2,174.166667,3,36,Mixed,5,12,2,40
CT00120,Taringamutu,West Taupo,-38.92,175.75,3,39,Mixed,5,12,2,43
CT00036,Tatarariki,Hobson,-35.9396,173.8726,2,21,Mixed,5,12,1,23
CT00075,Tauhei No.1,Piako,-37.68545,175.67254,1,12,Mixed,5,12,1,13
CT00075,Tauhei No.2,Piako,-37.68545,175.67254,2,24,Mixed,5,12,1,27
CT00080,Tauhoa,Rodney,-36.539,174.528,2,26,Mixed,5,12,1,29
CT00114,Taupaki,Waitemata,-36.75,174.67,3,55,Mixed,5,12,2,61
CT00098,Taupiri,Waikato,-37.6190862,175.023346,3,101,Mixed,5,12,2,112
CT00019,Taupo,East Taupo,-38.68333,176.08333,2,26,Mixed,5,12,1,29
CT00068,Tauraroa,Otamatea,-36.09833,174.23944,1,24,Mixed,5,12,1,27
CT00120,Tautari,West Taupo,-38.92,175.75,2,41,Mixed,5,12,1,46
CT00098,Tawhare,Waikato,-37.6190862,175.023346,3,45,Mixed,5,12,2,50
CT00077,Te Akau,Raglan,-37.79931138,174.8783946,2,19,Mixed,5,12,1,21
CT00059,Te Aroha West,Matamata,-37.8106,175.76237,3,65,Mixed,5,12,3,72
CT00114,Te Atatu,Waitemata,-36.75,174.67,2,25,Mixed,5,12,1,28
