geo_unit,school,name,latitude,longitude,grade_1918,average_attendance_1918,gender,StatutoryLowAge,StatutoryHighAge,number_staff,SchoolCapacity
CT00105,Hope,Waimea,-41.33333,173.183333,3,60,Mixed,5,12,3,67
CT00040,Inangahua Junction,Inangahua,-41.85724663,171.9298009,1,20,Mixed,5,12,1,22
CT00040,Inangahua Landing,Inangahua,-41.85724663,171.9298009,1,19,Mixed,5,12,1,21
CT00105,Kaituna,Waimea,-41.33333,173.183333,2,23,Mixed,5,12,1,26
CT00010,Karamea (81) and Oparara (side school) (11),Buller,-41.813,171.793,3,92,Mixed,5,12,2,102
CT00105,Kikiwa,Waimea,-41.33333,173.183333,0,6,Mixed,5,12,1,7
CT00105,Kiwi,Waimea,-41.33333,173.183333,1,18,Mixed,5,12,1,20
CT00105,Koreke,Waimea,-41.33333,173.183333,1,8,Mixed,5,12,1,9
CT00040,Little Grey,Inangahua,-41.85724663,171.9298009,3,39,Mixed,5,12,2,43
CT00010,Little Wanganui,Buller,-41.813,171.793,1,18,Mixed,5,12,1,20
CT00010,Longford,Buller,-41.813,171.793,1,12,Mixed,5,12,1,13
CT00088,Long Plain,Takaka,-40.85085138,172.8070275,1,21,Mixed,5,12,1,23
CT00105,McLaren's Bay,Waimea,-41.33333,173.183333,0,4,Mixed,5,12,1,4
CT00105,Mahana,Waimea,-41.33333,173.183333,1,13,Mixed,5,12,1,14
CT00015,Mangarakau,Collingwood,-40.677222,172.682778,1,7,Mixed,5,12,1,8
CT00010,Mangles Valley,Buller,-41.813,171.793,0,9,Mixed,5,12,1,10
CT00105,Mapua,Waimea,-41.33333,173.183333,1,19,Mixed,5,12,1,21
CT00105,Marahau,Waimea,-41.33333,173.183333,1,17,Mixed,5,12,1,19
CT00015,Matai Valley,Collingwood,-40.677222,172.682778,0,9,Mixed,5,12,1,10
CT00015,Matariki,Collingwood,-40.677222,172.682778,1,10,Mixed,5,12,1,11
CT00010,Millerton,Buller,-41.813,171.793,4,153,Mixed,5,12,5,170
CT00105,Motupiko,Waimea,-41.33333,173.183333,2,29,Mixed,5,12,1,32
CT00088,Motupipi,Takaka,-40.85085138,172.8070275,3,56,Mixed,5,12,3,62
CT00105,"Moutere, Lower",Waimea,-41.33333,173.183333,3,66,Mixed,5,12,3,73
CT00105,"Moutere, Upper",Waimea,-41.33333,173.183333,3,51,Mixed,5,12,2,57
CT00063,Murchison,Murchison,-41.800178,172.3336836,3,60,Mixed,5,12,2,67
CT00105,Neudorf,Waimea,-41.33333,173.183333,3,38,Mixed,5,12,3,42
CT00105,Ngatimoti,Waimea,-41.33333,173.183333,3,38,Mixed,5,12,2,42
CT00040,Nuggety Creek,Inangahua,-41.85724663,171.9298009,0,5,Mixed,5,12,1,6
CT00010,Oparara Beach,Buller,-41.813,171.793,0,7,Mixed,5,12,1,8
CT00010,Orinoco,Buller,-41.813,171.793,1,10,Mixed,5,12,1,11
CT00010,Owen Junction,Buller,-41.813,171.793,1,15,Mixed,5,12,1,17
CT00015,Pakawau,Collingwood,-40.677222,172.682778,1,15,Mixed,5,12,1,17
CT00105,Pigeon Valley,Waimea,-41.33333,173.183333,1,14,Mixed,5,12,1,16
CT00105,Pokororo,Waimea,-41.33333,173.183333,2,22,Mixed,5,12,1,24
CT00010,Progress,Buller,-41.813,171.793,1,17,Mixed,5,12,1,19
CT00010,Punakaikai,Buller,-41.813,171.793,1,12,Mixed,5,12,1,13
CT00015,Puponga,Collingwood,-40.677222,172.682778,3,26,Mixed,5,12,2,29
CT00105,Ranzau,Waimea,-41.33333,173.183333,3,45,Mixed,5,12,3,50
CT00040,Reefton District High School,Inangahua,-41.85724663,171.9298009,5,289,Mixed,5,18,10,321
CT00105,Riwaka,Waimea,-41.33333,173.183333,3,99,Mixed,5,12,3,110
CT00015,Rockville (42) and Dall's Creek (side school) (11),Collingwood,-40.677222,172.682778,3,53,Mixed,5,12,2,59
CT00015,Rocky River,Collingwood,-40.677222,172.682778,1,18,Mixed,5,12,1,20
CT00010,Rotokohu,Buller,-41.813,171.793,1,12,Mixed,5,12,1,13
CT00010,Seddonville,Buller,-41.813,171.793,3,47,Mixed,5,12,3,52
CT00040,Sergeant's Hill,Inangahua,-41.85724663,171.9298009,2,22,Mixed,5,12,1,24
CT00105,Sherry River,Waimea,-41.33333,173.183333,1,18,Mixed,5,12,1,20
CT00010,Six-mile,Buller,-41.813,171.793,1,10,Mixed,5,12,1,11
CT00105,Spring Grove,Waimea,-41.33333,173.183333,3,52,Mixed,5,12,2,58
CT00105,Stanley Brook,Waimea,-41.33333,173.183333,2,23,Mixed,5,12,1,26
CT00010,Stockton,Buller,-41.813,171.793,1,14,Mixed,5,12,1,16
CT00105,Stoke,Waimea,-41.33333,173.183333,3,90,Mixed,5,12,3,100
CT00040,Summerlea,Inangahua,-41.85724663,171.9298009,2,17,Mixed,5,12,1,19
CT00105,Tadmor,Waimea,-41.33333,173.183333,2,31,Mixed,5,12,1,34
CT00015,Takaka Central,Collingwood,-40.677222,172.682778,2,28,Mixed,5,12,1,31
CT00088,Takaka East,Takaka,-40.85085138,172.8070275,2,19,Mixed,5,12,1,21
CT00015,Takaka Lower District High School,Collingwood,-40.677222,172.682778,3,112,Mixed,5,18,2,124
CT00015,Takaka Upper,Collingwood,-40.677222,172.682778,1,21,Mixed,5,12,1,23
CT00105,Tapawera,Waimea,-41.33333,173.183333,3,36,Mixed,5,12,2,40
CT00088,Tarakohe,Takaka,-40.85085138,172.8070275,3,39,Mixed,5,12,2,43
CT00105,Tasman,Waimea,-41.33333,173.183333,2,29,Mixed,5,12,1,32
CT00010,Tauranga Bay,Buller,-41.813,171.793,0,7,Mixed,5,12,1,8
CT00015,Tuikea,Collingwood,-40.677222,172.682778,2,16,Mixed,5,12,1,18
CT00010,Tutaki,Buller,-41.813,171.793,1,11,Mixed,5,12,1,12
CT00010,Umere,Buller,-41.813,171.793,1,14,Mixed,5,12,1,16
CT00015,Uruwhenua,Collingwood,-40.677222,172.682778,1,9,Mixed,5,12,1,10
CT00105,Wai-iti,Waimea,-41.33333,173.183333,3,24,Mixed,5,12,2,27
CT00010,Waimangaroa,Buller,-41.813,171.793,3,59,Mixed,5,12,3,66
CT00105,Waimea West,Waimea,-41.33333,173.183333,2,18,Mixed,5,12,1,20
CT00040,Waitahu,Inangahua,-41.85724663,171.9298009,1,9,Mixed,5,12,1,10
CT00040,Waiuta,Inangahua,-41.85724663,171.9298009,3,67,Mixed,5,12,2,74
CT00105,Wakefield Lower,Waimea,-41.33333,173.183333,4,116,Mixed,5,12,6,129
CT00010,Will's Road,Buller,-41.813,171.793,1,18,Mixed,5,12,1,20
CT00121,Woodstock,Westland,-43.431,170.155,0,11,Mixed,5,12,1,12
BR00072,Campbell Street Palmerston North,Palmerston North,-40.35636,175.61113,7,672,Mixed,5,12,11,747
BR00072,College Street Pamerston North,Palmerston North,-40.35636,175.61113,7,543,Mixed,5,12,14,603
BR00023,Feilding District High School Primary (420) Secondary (60),Feilding,-40.216667,175.566667,6,480,Mixed,5,18,20,533
BR00024,Foxton,Foxton,-40.47167,175.28583,5,372,Mixed,5,12,9,413
BR00109,Keith Street Infants Wanganui,Wanganui,-39.9333,175.05,5,219,Mixed,5,12,10,243
BR00023,Lytton Street Feilding,Feilding,-40.216667,175.566667,5,299,Mixed,5,12,9,332
BR00046,Marton District High School Primary (285) Secondary (26),Marton,-40.06917,175.37833,5,311,Mixed,5,18,7,346
BR00064,Ohakune,Ohakune,-39.41861,175.39944,5,257,Mixed,5,12,9,286
BR00073,Patea District High School Primary (158) Secondary (15),Patea,-39.75722,174.47667,4,173,Mixed,5,18,7,192
BR00109,Queens Park Wanganui (308) St Johns Hill (side school) (36),Wanganui,-39.9333,175.05,5,344,Mixed,5,12,9,382
BR00072,Terrace End Palmerston North,Palmerston North,-40.35636,175.61113,7,593,Mixed,5,12,15,659
BR00109,Victoria Avenue,Wanganui,-39.9333,175.05,7,493,Mixed,5,12,13,548
BR00109,Wanganui Central Infants',Wanganui,-39.9333,175.05,5,276,Mixed,5,12,9,307
BR00109,Wanganui East,Wanganui,-39.9333,175.05,6,423,Mixed,5,12,20,470
BR00072,West End Palmerston North,Palmerston North,-40.35636,175.61113,5,273,Mixed,5,12,8,303
CT00073,Alton,Patea,-39.7547982,174.4728191,3,59,Mixed,5,12,2,66
CT00076,Apiti,Pohangina,-40.16666,175.7999968,3,83,Mixed,5,12,2,92
CT00116,Aramoho,Waitotara,-39.805833,174.734444,4,222,Mixed,5,12,5,247
CT00118,Aratika,Wanganui,-39.9333,175.05,1,19,Mixed,5,12,1,21
CT00067,Ashhurst,Oroua,-40.166667,175.583333,4,143,Mixed,5,12,7,159
CT00046,Awahou,Kiwitea,-40.10857,175.71552,2,23,Mixed,5,12,1,26
CT00046,Awahou South,Kiwitea,-40.10857,175.71552,1,12,Mixed,5,12,1,13
CT00053,Awahuri,Manawatu,-39.7273356,175.4375574,3,56,Mixed,5,12,2,62
CT00046,Bainesse,Kiwitea,-40.10857,175.71552,3,39,Mixed,5,12,2,43
CT00046,Beaconsfield,Kiwitea,-40.10857,175.71552,2,26,Mixed,5,12,1,29
CT00118,Bluff Road,Wanganui,-39.9333,175.05,1,8,Mixed,5,12,1,9
CT00116,Brunswick,Waitotara,-39.805833,174.734444,3,35,Mixed,5,12,2,39
CT00079,Bull's District High School Primary (127) Secondary (12),Rangitikei,-39.66667,175.75,4,139,Mixed,5,18,5,154
CT00043,Bunnythorpe,Kairanga,-40.34807006,175.5318268,3,114,Mixed,5,12,2,127
CT00067,Carnarvon,Oroua,-40.166667,175.583333,3,61,Mixed,5,12,2,68
CT00067,Cheltenham,Oroua,-40.166667,175.583333,3,63,Mixed,5,12,3,70
CT00079,Coal Creek,Rangitikei,-39.66667,175.75,1,15,Mixed,5,12,1,17
CT00076,Colyton,Pohangina,-40.16666,175.7999968,3,45,Mixed,5,12,2,50
CT00079,Crofton (87) and side school (57),Rangitikei,-39.66667,175.75,4,144,Mixed,5,12,5,160
CT00118,Durie Hill,Wanganui,-39.9333,175.05,3,117,Mixed,5,12,3,130
CT00043,Fitzherbert East,Kairanga,-40.34807006,175.5318268,3,37,Mixed,5,12,2,41
CT00053,Glen Oroua,Manawatu,-39.7273356,175.4375574,3,48,Mixed,5,12,2,53
CT00079,Greatford,Rangitikei,-39.66667,175.75,1,22,Mixed,5,12,1,24
CT00067,Halcombe,Oroua,-40.166667,175.583333,3,96,Mixed,5,12,2,107
CT00118,Herrington (side school) See under Umumuri,Wanganui,-39.9333,175.05,2,23,Mixed,5,12,1,26
CT00118,Hihitahi,Wanganui,-39.9333,175.05,2,23,Mixed,5,12,1,26
CT00044,Hikimutu,Kaitieke,-39.10051591,175.2629136,2,32,Mixed,5,12,1,36
CT00046,Hiwinui,Kiwitea,-40.10857,175.71552,2,23,Mixed,5,12,1,26
CT00102,Horopito,Waimarino,-39.4,175.3,3,61,Mixed,5,12,2,68
CT00079,Hukapapa,Rangitikei,-39.66667,175.75,2,22,Mixed,5,12,1,24
CT00079,Hunterville District High School Primary (129) Secondary (14),Rangitikei,-39.66667,175.75,4,143,Mixed,5,18,5,159
CT00073,Hurleyville,Patea,-39.7547982,174.4728191,3,38,Mixed,5,12,3,42
CT00118,Kaheke,Wanganui,-39.9333,175.05,1,18,Mixed,5,12,1,20
CT00116,Kai Iwi,Waitotara,-39.805833,174.734444,3,48,Mixed,5,12,2,53
CT00043,Kairanga,Kairanga,-40.34807006,175.5318268,3,58,Mixed,5,12,2,64
CT00044,Kaitieke,Kaitieke,-39.10051591,175.2629136,1,14,Mixed,5,12,1,16
CT00118,Kaitoke,Wanganui,-39.9333,175.05,3,60,Mixed,5,12,2,67
CT00044,Kakahi,Kaitieke,-39.10051591,175.2629136,4,116,Mixed,5,12,4,129
CT00073,Kakaramea,Patea,-39.7547982,174.4728191,3,48,Mixed,5,12,2,53
CT00079,Kakariki,Rangitikei,-39.66667,175.75,1,18,Mixed,5,12,1,20
CT00118,Kakatahi,Wanganui,-39.9333,175.05,1,15,Mixed,5,12,1,17
CT00046,Kawhatau,Kiwitea,-40.10857,175.71552,2,24,Mixed,5,12,1,27
CT00043,Kelvin Grove,Kairanga,-40.34807006,175.5318268,3,54,Mixed,5,12,2,60
CT00046,Kimbolton,Kiwitea,-40.10857,175.71552,3,109,Mixed,5,12,2,121
CT00046,Kiwitea,Kiwitea,-40.10857,175.71552,3,49,Mixed,5,12,3,54
CT00079,Koeke,Rangitikei,-39.66667,175.75,1,17,Mixed,5,12,1,19
CT00073,Kohi,Patea,-39.7547982,174.4728191,2,22,Mixed,5,12,1,24
CT00118,Lacy's Landing,Wanganui,-39.9333,175.05,1,10,Mixed,5,12,1,11
CT00043,Linton,Kairanga,-40.34807006,175.5318268,3,91,Mixed,5,12,2,101
CT00043,Longburn,Kairanga,-40.34807006,175.5318268,3,98,Mixed,5,12,2,109
CT00118,Main South Road,Wanganui,-39.9333,175.05,0,7,Mixed,5,12,1,8
CT00067,Makino Road,Oroua,-40.166667,175.583333,3,39,Mixed,5,12,3,43
CT00079,Makohine Valley,Rangitikei,-39.66667,175.75,1,14,Mixed,5,12,1,16
CT00018,Makotuku,Dannevirke,-40.205303,176.100311,3,25,Mixed,5,12,2,28
CT00118,Mangamahu,Wanganui,-39.9333,175.05,1,10,Mixed,5,12,1,11
CT00079,Mangaonoho,Rangitikei,-39.66667,175.75,2,30,Mixed,5,12,1,33
CT00118,Mangara,Wanganui,-39.9333,175.05,1,15,Mixed,5,12,1,17
CT00079,Mangarimu,Rangitikei,-39.66667,175.75,1,19,Mixed,5,12,1,21
CT00118,Mangatiti Landing,Wanganui,-39.9333,175.05,0,2,Mixed,5,12,1,2
CT00079,Mangaweka,Rangitikei,-39.66667,175.75,3,91,Mixed,5,12,2,101
CT00044,Manunui,Kaitieke,-39.10051591,175.2629136,4,216,Mixed,5,12,7,240
CT00073,Manutahi,Patea,-39.7547982,174.4728191,3,38,Mixed,5,12,2,42
CT00118,Matarawa,Wanganui,-39.9333,175.05,1,19,Mixed,5,12,1,21
CT00079,Mataroa,Rangitikei,-39.66667,175.75,3,46,Mixed,5,12,2,51
CT00118,Maxwell,Wanganui,-39.9333,175.05,3,46,Mixed,5,12,2,51
CT00079,Moawhanga,Rangitikei,-39.66667,175.75,1,25,Mixed,5,12,1,28
CT00116,Mosston,Waitotara,-39.805833,174.734444,3,95,Mixed,5,12,3,106
CT00053,Moutoa,Manawatu,-39.7273356,175.4375574,3,42,Mixed,5,12,3,47
CT00043,Newbury,Kairanga,-40.34807006,175.5318268,3,59,Mixed,5,12,2,66
CT00118,Ngamatea,Wanganui,-39.9333,175.05,1,12,Mixed,5,12,1,13
CT00073,Ngutuwera,Patea,-39.7547982,174.4728191,1,16,Mixed,5,12,1,18
CT00116,Nukumaru,Waitotara,-39.805833,174.734444,1,21,Mixed,5,12,1,23
CT00053,Ohakea,Manawatu,-39.7273356,175.4375574,3,52,Mixed,5,12,2,58
CT00079,Ohingaiti,Rangitikei,-39.66667,175.75,3,70,Mixed,5,12,3,78
CT00118,Okoia,Wanganui,-39.9333,175.05,3,27,Mixed,5,12,2,30
CT00073,Opaku,Patea,-39.7547982,174.4728191,2,26,Mixed,5,12,1,29
CT00118,Orautoha,Wanganui,-39.9333,175.05,2,30,Mixed,5,12,1,33
CT00053,Oroua Downs,Manawatu,-39.7273356,175.4375574,3,66,Mixed,5,12,2,73
CT00079,Otairi,Rangitikei,-39.66667,175.75,1,11,Mixed,5,12,1,12
CT00076,Owhakura,Pohangina,-40.16666,175.7999968,2,19,Mixed,5,12,1,21
CT00044,Owhango,Kaitieke,-39.10051591,175.2629136,4,147,Mixed,5,12,4,163
CT00046,Pakihikura,Kiwitea,-40.10857,175.71552,1,21,Mixed,5,12,1,23
CT00118,Parawanui,Wanganui,-39.9333,175.05,2,37,Mixed,5,12,1,41
CT00044,Piriaka,Kaitieke,-39.10051591,175.2629136,3,41,Mixed,5,12,2,46
CT00076,Pohangina,Pohangina,-40.16666,175.7999968,3,38,Mixed,5,12,2,42
CT00118,Pohonui,Wanganui,-39.9333,175.05,1,15,Mixed,5,12,1,17
CT00079,Pokako,Rangitikei,-39.66667,175.75,1,21,Mixed,5,12,1,23
CT00079,Porewa,Rangitikei,-39.66667,175.75,1,10,Mixed,5,12,1,11
CT00118,Poukiore,Wanganui,-39.9333,175.05,1,12,Mixed,5,12,1,13
CT00046,Pukekaha,Kiwitea,-40.10857,175.71552,1,6,Mixed,5,12,1,7
CT00079,Pukeokahu,Rangitikei,-39.66667,175.75,1,15,Mixed,5,12,1,17
CT00102,Raetihi,Waimarino,-39.4,175.3,4,150,Mixed,5,12,7,167
CT00102,Rangataua,Waimarino,-39.4,175.3,4,121,Mixed,5,12,6,134
CT00053,Rangiotu,Manawatu,-39.7273356,175.4375574,3,67,Mixed,5,12,2,74
CT00046,Rangiwahia,Kiwitea,-40.10857,175.71552,3,45,Mixed,5,12,2,50
CT00116,Rapanui,Waitotara,-39.805833,174.734444,1,18,Mixed,5,12,1,20
CT00079,Rata,Rangitikei,-39.66667,175.75,3,56,Mixed,5,12,2,62
CT00079,Rata-iti,Rangitikei,-39.66667,175.75,1,13,Mixed,5,12,1,14
CT00067,Raukura,Oroua,-40.166667,175.583333,2,17,Mixed,5,12,1,19
CT00076,Raumai,Pohangina,-40.16666,175.7999968,2,14,Mixed,5,12,1,16
CT00044,Raurimu,Kaitieke,-39.10051591,175.2629136,3,68,Mixed,5,12,2,76
CT00044,Retaruke,Kaitieke,-39.10051591,175.2629136,0,9,Mixed,5,12,1,10
CT00118,Rewa,Wanganui,-39.9333,175.05,2,28,Mixed,5,12,1,31
CT00079,Rongotea,Rangitikei,-39.66667,175.75,4,26,Mixed,5,12,4,29
CT00079,Ruahine,Rangitikei,-39.66667,175.75,2,20,Mixed,5,12,1,22
CT00102,Ruatiti,Waimarino,-39.4,175.3,1,14,Mixed,5,12,1,16
CT00053,Sanson,Manawatu,-39.7273356,175.4375574,3,72,Mixed,5,12,2,80
CT00118,South Makirikiri,Wanganui,-39.9333,175.05,3,40,Mixed,5,12,2,44
CT00067,Stanway,Oroua,-40.166667,175.583333,2,33,Mixed,5,12,1,37
CT00067,Stoney Creek,Oroua,-40.166667,175.583333,3,62,Mixed,5,12,2,69
CT00079,Taihape District High School Primary (296) Secondary (18) and Winiata (side school) (17),Rangitikei,-39.66667,175.75,5,331,Mixed,5,18,7,368
CT00053,Taikorea,Manawatu,-39.7273356,175.4375574,2,34,Mixed,5,12,1,38
CT00102,Tangiwai,Waimarino,-39.4,175.3,1,11,Mixed,5,12,1,12
CT00067,Taonui,Oroua,-40.166667,175.583333,3,49,Mixed,5,12,2,54
CT00079,Taoroa,Rangitikei,-39.66667,175.75,1,7,Mixed,5,12,1,8
CT00079,Taoroa Road,Rangitikei,-39.66667,175.75,1,14,Mixed,5,12,1,16
CT00118,Te Ara-Kura,Wanganui,-39.9333,175.05,3,52,Mixed,5,12,3,58
CT00118,Te Rena,Wanganui,-39.9333,175.05,1,10,Mixed,5,12,1,11
CT00043,Tiakitahuna,Kairanga,-40.34807006,175.5318268,2,33,Mixed,5,12,1,37
CT00079,Tiriraukawa,Rangitikei,-39.66667,175.75,1,13,Mixed,5,12,1,14
CT00043,Tiritea,Kairanga,-40.34807006,175.5318268,3,44,Mixed,5,12,3,49
CT00118,Tokorangi,Wanganui,-39.9333,175.05,2,34,Mixed,5,12,1,38
CT00118,Torere,Wanganui,-39.9333,175.05,3,52,Mixed,5,12,2,58
CT00118,Tunakotekote,Wanganui,-39.9333,175.05,1,14,Mixed,5,12,1,16
CT00079,Turakina,Rangitikei,-39.66667,175.75,3,74,Mixed,5,12,3,82
CT00118,Turangarere,Wanganui,-39.9333,175.05,3,67,Mixed,5,12,2,74
CT00118,Umumuri (81) and Herrington (side school) (14),Wanganui,-39.9333,175.05,3,95,Mixed,5,12,2,106
CT00076,Umutoi,Pohangina,-40.16666,175.7999968,2,18,Mixed,5,12,1,20
CT00118,Upokongaro,Wanganui,-39.9333,175.05,3,47,Mixed,5,12,3,52
CT00046,Upper Kawhatau,Kiwitea,-40.10857,175.71552,1,7,Mixed,5,12,1,8
CT00044,Upper Retaruke,Kaitieke,-39.10051591,175.2629136,0,11,Mixed,5,12,1,12
CT00079,Upper Tutaenui,Rangitikei,-39.66667,175.75,3,39,Mixed,5,12,2,43
CT00079,Utiku,Rangitikei,-39.66667,175.75,3,87,Mixed,5,12,3,97
CT00076,Utuwai,Pohangina,-40.16666,175.7999968,2,23,Mixed,5,12,1,26
CT00073,Waitotara,Patea,-39.7547982,174.4728191,3,42,Mixed,5,12,3,47
CT00067,Waituna West,Oroua,-40.166667,175.583333,3,44,Mixed,5,12,2,49
CT00079,Wangehu,Rangitikei,-39.66667,175.75,2,42,Mixed,5,12,1,47
CT00043,Warrengate,Kairanga,-40.34807006,175.5318268,3,53,Mixed,5,12,3,59
CT00067,Watershed Road,Oroua,-40.166667,175.583333,0,7,Mixed,5,12,1,8
CT00073,Waverley,Patea,-39.7547982,174.4728191,4,138,Mixed,5,12,5,153
CT00079,Western Rangitikei,Rangitikei,-39.66667,175.75,2,26,Mixed,5,12,1,29
CT00116,Westmere,Waitotara,-39.805833,174.734444,3,77,Mixed,5,12,2,86
CT00118,Whaka Road,Wanganui,-39.9333,175.05,1,17,Mixed,5,12,1,19
CT00073,Whenuakura,Patea,-39.7547982,174.4728191,3,45,Mixed,5,12,3,50
CT00118,Woodlands,Wanganui,-39.9333,175.05,1,16,Mixed,5,12,1,18
BR00008,Blenheim (533) and Redwoodtown (side school) (47),Blenheim,-41.514,173.96,7,580,Mixed,5,12,13,644
BR00012,Carterton District High Schhol Primary (269) Secondary (40),Carterton,-41.025,175.5275,5,309,Mixed,5,12,9,343
BR00020,Eketahuna District High School Primary (166) Secondary (31),Eketahuna,-40.647,175.704,4,197,Mixed,5,18,6,219
BR00022,Featherston,Featherston,-41.117,175.317,4,244,Mixed,5,12,7,271
BR00030,Greytown District High School and side school primary (205) secondary (14) side school (13),Greytown,-41.08,175.461,5,232,Mixed,5,18,12,258
BR00044,Hutt District High School Primary (509) secondary (41),Lower Hutt,-41.21667,174.91667,7,550,Mixed,5,18,20,611
BR00043,Levin District High School Primary (545) secondary (28),Levin,-40.63333,175.275,7,573,Mixed,5,18,12,637
BR00047,Masterton District High School Primary (617) Secondary (108) side school (149),Masterton,-40.95972,175.6575,7,874,Mixed,5,18,11,971
BR00110,Berhampore Wellington,Wellington,-41.28664,174.77557,7,518,Mixed,5,12,17,576
BR00110,Newtown,Wellington,-41.28664,174.77557,7,805,Mixed,5,12,12,894
BR00110,South Wellington,Wellington,-41.28664,174.77557,7,752,Mixed,5,12,12,836
BR00068,Otaki,Otaki,-40.75833,175.15,4,181,Mixed,5,12,6,201
BR00070,Pahiatua District High School Primary (229) Secondary (32),Pahiatua,-40.45333,175.84083,5,261,Mixed,5,18,11,290
BR00074,Petone District High School Primary (686) secondary (71),Petone,-41.22166578,174.8734632,7,757,Mixed,5,18,11,841
BR00074,Petone West (323) and side school (169),Petone,-41.22166578,174.8734632,6,492,Mixed,5,12,11,547
BR00075,Picton,Picton,-41.29067,174.00801,4,166,Mixed,5,12,4,184
BR00087,Shannon,Shannon,-40.5472,175.4107,5,300,Mixed,5,12,10,333
BR00110,Clyde Quay,Wellington,-41.28664,174.77557,7,643,Mixed,5,12,13,714
BR00110,Island Bay,Wellington,-41.28664,174.77557,6,479,Mixed,5,12,14,532
BR00110,Kilbirnie,Wellington,-41.28664,174.77557,5,374,Mixed,5,12,9,416
BR00110,Lyall Bay,Wellington,-41.28664,174.77557,7,624,Mixed,5,12,20,693
BR00110,Mount Cook Boys' (Wellington),Wellington,-41.28664,174.77557,5,338,Boys,5,12,11,376
BR00110,Mount Cook Girls' (Wellington),Wellington,-41.28664,174.77557,5,293,Girls,5,12,8,326
BR00110,Mount Cook Infants' (Wellington),Wellington,-41.28664,174.77557,5,324,Mixed,5,12,11,360
BR00110,Roseneath (154) and Hataitai (side school) (146),Wellington,-41.28664,174.77557,5,300,Mixed,5,12,10,333
BR00110,Te Aro Wellington (489) Mitchell-town (side-school) (150) and Te Aro Infants' (side school) (203),Wellington,-41.28664,174.77557,7,842,Mixed,5,12,18,936
BR00120,Worser Bay (221) Seatoun (side school) (89) Miramar (side school) (63),Miramar,-41.3167,174.8167,5,373,Mixed,5,12,12,414
BR00110,Brooklyn,Wellington,-41.28664,174.77557,7,683,Mixed,5,12,20,759
BR00110,Kaiwarra,Wellington,-41.28664,174.77557,3,109,Mixed,5,12,2,121
BR00119,Karori,Karori,-41.28512,174.73818,5,264,Mixed,5,12,7,293
BR00118,Khandallah,Onslow,-41.2308,174.7969,3,115,Mixed,5,12,2,128
BR00019,Muritai,Eastbourne,-41.3,174.9,4,170,Mixed,5,12,4,189
BR00118,Ngaio,Onslow,-41.2308,174.7969,4,148,Mixed,5,12,5,164
BR00118,Northland,Onslow,-41.2308,174.7969,4,176,Mixed,5,12,7,196
BR00110,Terrace,Wellington,-41.28664,174.77557,7,598,Mixed,5,12,16,664
BR00110,Wadestown,Wellington,-41.28664,174.77557,4,181,Mixed,5,12,6,201
BR00110,Normal District High School and four model schools (at Training College) and Kelburn Infants' (side school) Normal Primary (303) Model Schools type i rural (27) type ii junior P-S2 (34) type iii Secondary (12) type v junior kindergarten (average not reckoned) children under 5 years of age; Kelburn Infants' side school (217),Wellington,-41.28664,174.77557,7,593,Mixed,5,18,17,659
CT00007,Blind River,Awatere,-41.88419888,173.6366844,0,10,Mixed,5,12,1,11
CT00056,Brancott,Marlborough,-41.514,173.96,0,2,Mixed,5,12,1,2
CT00056,Canvastown,Marlborough,-41.514,173.96,3,52,Mixed,5,12,2,58
CT00056,Carluke,Marlborough,-41.514,173.96,3,46,Mixed,5,12,2,51
CT00056,Deep Creek,Marlborough,-41.514,173.96,3,42,Mixed,5,12,3,47
CT00056,Dillon's Point,Marlborough,-41.514,173.96,1,15,Mixed,5,12,1,17
CT00083,Eli Bay,Sounds,-41.1417,174.0894,1,8,Mixed,5,12,1,9
CT00056,Fabian's Valley,Marlborough,-41.514,173.96,0,4,Mixed,5,12,1,4
CT00056,Fairhall,Marlborough,-41.514,173.96,2,78,Mixed,5,12,1,87
CT00056,Finnie's Creek,Marlborough,-41.514,173.96,0,7,Mixed,5,12,1,8
CT00056,Flat Creek,Marlborough,-41.514,173.96,2,19,Mixed,5,12,1,21
CT00083,Four-fathom Bay,Sounds,-41.1417,174.0894,0,5,Mixed,5,12,1,6
CT00083,French Pass,Sounds,-41.1417,174.0894,1,14,Mixed,5,12,1,16
CT00007,Grassmere,Awatere,-41.88419888,173.6366844,1,15,Mixed,5,12,1,17
CT00056,Grovetown,Marlborough,-41.514,173.96,3,68,Mixed,5,12,3,76
CT00083,Hakahaka,Sounds,-41.1417,174.0894,0,1,Mixed,5,12,1,1
CT00056,Havelock,Marlborough,-41.514,173.96,3,79,Mixed,5,12,2,88
CT00056,Hillersden,Marlborough,-41.514,173.96,1,17,Mixed,5,12,1,19
CT00007,Jordan,Awatere,-41.88419888,173.6366844,0,6,Mixed,5,12,1,7
CT00056,Kaituna,Marlborough,-41.514,173.96,1,16,Mixed,5,12,1,18
CT00083,Kaiuma,Sounds,-41.1417,174.0894,1,13,Mixed,5,12,1,14
CT00083,Kakapou Bay,Sounds,-41.1417,174.0894,0,3,Mixed,5,12,1,3
CT00083,Koromiko,Sounds,-41.1417,174.0894,2,23,Mixed,5,12,1,26
CT00083,Linkwater,Sounds,-41.1417,174.0894,2,17,Mixed,5,12,1,19
CT00083,Maori Bay,Sounds,-41.1417,174.0894,0,4,Mixed,5,12,1,4
